member_noSource,region_name,gender
3898,Eastern Europea,F
1875,Eastern Europea,H
7517,Eastern Europea,H
3907,Eastern Europea,H
6639,Eastern Europea,H
7544,Eastern Europea,F
6247,Eastern Europea,H
6198,Eastern Europea,F
9620,Eastern Europea,F
7562,Eastern Europea,F
7563,Eastern Europea,H
1191,Eastern Europea,H
3016,Eastern Europea,F
2976,Eastern Europea,F
122,Eastern Europea,H
6207,Eastern Europea,H
9611,Eastern Europea,H
3383,Eastern Europea,H
3220,Eastern Europea,F
9833,Eastern Europea,H
3223,Eastern Europea,H
3394,Eastern Europea,F
7733,Eastern Europea,H
6457,Eastern Europea,H
1738,Eastern Europea,F
1106,Eastern Europea,F
3368,Eastern Europea,F
3227,Eastern Europea,H
3365,Eastern Europea,H
3364,Eastern Europea,F
9844,Eastern Europea,F
9839,Eastern Europea,H
1675,Eastern Europea,H
3389,Eastern Europea,H
3213,Eastern Europea,H
2992,Eastern Europea,F
3825,Eastern Europea,H
7548,Eastern Europea,F
3823,Eastern Europea,H
8310,Eastern Europea,F
9359,Eastern Europea,H
3215,Eastern Europea,H
8496,Eastern Europea,F
7866,Eastern Europea,F
6631,Eastern Europea,H
118,Eastern Europea,F
3930,Eastern Europea,F
3597,Eastern Europea,H
9723,Eastern Europea,H
3812,Eastern Europea,F
2891,Eastern Europea,H
3137,Eastern Europea,H
1776,Eastern Europea,F
4069,Eastern Europea,H
6703,Eastern Europea,H
6078,Eastern Europea,F
1954,Eastern Europea,F
9473,Eastern Europea,H
7936,Eastern Europea,F
4079,Eastern Europea,H
196,Eastern Europea,F
1010,Eastern Europea,F
8552,Eastern Europea,F
8550,Eastern Europea,F
4212,Eastern Europea,F
6085,Eastern Europea,H
6093,Eastern Europea,H
7401,Eastern Europea,H
672,Eastern Europea,F
2804,Eastern Europea,F
7508,Eastern Europea,F
6629,Eastern Europea,H
7889,Eastern Europea,H
2877,Eastern Europea,H
1962,Eastern Europea,F
7941,Eastern Europea,H
6086,Eastern Europea,F
1235,Eastern Europea,H
671,Eastern Europea,H
4061,Eastern Europea,H
4223,Eastern Europea,H
4059,Eastern Europea,H
7453,Eastern Europea,H
1008,Eastern Europea,F
9483,Eastern Europea,H
3170,Eastern Europea,F
9407,Eastern Europea,H
2803,Eastern Europea,H
2802,Eastern Europea,F
2800,Eastern Europea,F
7908,Eastern Europea,F
2884,Eastern Europea,F
4236,Eastern Europea,F
9492,Eastern Europea,F
8542,Eastern Europea,F
4239,Eastern Europea,H
7905,Eastern Europea,H
1622,Eastern Europea,F
9494,Eastern Europea,F
4034,Eastern Europea,F
2797,Eastern Europea,H
9496,Eastern Europea,F
6106,Eastern Europea,F
1917,Eastern Europea,H
4241,Eastern Europea,H
9499,Eastern Europea,H
1914,Eastern Europea,F
238,Eastern Europea,F
7395,Eastern Europea,H
649,Eastern Europea,H
1910,Eastern Europea,F
6087,Eastern Europea,H
2897,Eastern Europea,H
7465,Eastern Europea,H
1972,Eastern Europea,F
2903,Eastern Europea,H
5998,Eastern Europea,F
9504,Eastern Europea,F
1909,Eastern Europea,H
7945,Eastern Europea,H
3171,Eastern Europea,H
748,Eastern Europea,F
6416,Eastern Europea,F
1788,Eastern Europea,F
1786,Eastern Europea,F
8436,Eastern Europea,F
6353,Eastern Europea,H
3119,Eastern Europea,H
7821,Eastern Europea,H
3563,Eastern Europea,H
7666,Eastern Europea,F
3566,Eastern Europea,F
8344,Eastern Europea,F
6358,Eastern Europea,F
1140,Eastern Europea,F
6355,Eastern Europea,H
9729,Eastern Europea,H
1789,Eastern Europea,H
1659,Eastern Europea,H
7827,Eastern Europea,H
1780,Eastern Europea,F
7676,Eastern Europea,F
1774,Eastern Europea,F
7814,Eastern Europea,F
3153,Eastern Europea,H
1681,Eastern Europea,H
741,Eastern Europea,H
3523,Eastern Europea,H
9768,Eastern Europea,F
8422,Eastern Europea,F
736,Eastern Europea,F
6575,Eastern Europea,H
9749,Eastern Europea,H
3128,Eastern Europea,F
6387,Eastern Europea,H
3431,Eastern Europea,H
7689,Eastern Europea,H
755,Eastern Europea,H
6422,Eastern Europea,F
9775,Eastern Europea,H
9776,Eastern Europea,F
1763,Eastern Europea,H
9779,Eastern Europea,H
3163,Eastern Europea,H
753,Eastern Europea,H
8354,Eastern Europea,F
3494,Eastern Europea,F
6555,Eastern Europea,H
3169,Eastern Europea,H
7802,Eastern Europea,F
3475,Eastern Europea,H
3476,Eastern Europea,F
9784,Eastern Europea,F
3546,Eastern Europea,F
6426,Eastern Europea,F
3189,Eastern Europea,H
32,Eastern Europea,F
1748,Eastern Europea,F
1746,Eastern Europea,F
7798,Eastern Europea,F
6438,Eastern Europea,F
3449,Eastern Europea,H
6439,Eastern Europea,H
8409,Eastern Europea,H
756,Eastern Europea,F
1120,Eastern Europea,F
9808,Eastern Europea,F
3441,Eastern Europea,H
9813,Eastern Europea,H
1691,Eastern Europea,H
7712,Eastern Europea,F
8284,Japan,F
5468,Japan,F
2224,Japan,F
9343,Japan,H
9379,Japan,H
4274,Japan,F
4277,Japan,H
1260,Japan,F
4282,Japan,F
9372,Japan,F
4291,Japan,H
1262,Japan,F
4294,Japan,F
9382,Japan,F
2772,Japan,F
2786,Japan,F
9406,Japan,F
9302,Japan,F
2717,Japan,H
2718,Japan,F
9295,Japan,H
4482,Japan,F
290,Japan,F
9289,Japan,H
7312,Japan,F
7318,Japan,F
4256,Japan,F
9300,Japan,F
7981,Japan,H
1296,Japan,F
4449,Japan,H
9307,Japan,H
4455,Japan,H
4457,Japan,H
4441,Japan,H
4480,Japan,F
4219,Japan,H
7943,Japan,H
4368,Japan,F
4369,Japan,H
7964,Japan,F
4297,Japan,H
7962,Japan,F
4332,Japan,F
4308,Japan,F
4311,Japan,H
4312,Japan,F
7961,Japan,H
7372,Japan,F
9357,Japan,H
4325,Japan,H
2745,Japan,H
7361,Japan,H
4358,Japan,F
4356,Japan,F
4230,Japan,F
9398,Japan,F
4242,Japan,F
239,Japan,H
240,Japan,F
4250,Japan,F
9404,Japan,F
7391,Japan,H
9342,Japan,F
255,Japan,H
9365,Japan,H
270,Japan,F
4346,Japan,F
2753,Japan,H
4259,Japan,H
7988,Japan,F
4475,Japan,H
4474,Japan,F
7464,Japan,F
4026,Japan,F
9500,Japan,F
7461,Japan,H
9493,Japan,H
4047,Japan,H
2908,Japan,F
1224,Japan,F
9509,Japan,H
7474,Japan,F
3985,Japan,H
3986,Japan,F
7899,Japan,H
2905,Japan,H
1232,Japan,F
1226,Japan,F
3970,Japan,F
9557,Japan,H
3927,Japan,H
3902,Japan,F
3906,Japan,F
2950,Japan,F
7885,Japan,H
9520,Japan,F
9568,Japan,F
3919,Japan,H
2948,Japan,F
2946,Japan,F
1213,Japan,H
3937,Japan,H
9491,Japan,H
9566,Japan,F
3990,Japan,F
181,Japan,H
9517,Japan,H
4398,Japan,F
1280,Japan,F
7351,Japan,H
999,Japan,H
4386,Japan,F
4387,Japan,H
4400,Japan,F
2740,Japan,F
4395,Japan,H
1281,Japan,H
7345,Japan,H
7353,Japan,H
7333,Japan,H
2713,Japan,H
2737,Japan,H
9356,Japan,F
2728,Japan,F
9318,Japan,F
3995,Japan,H
183,Japan,H
2913,Japan,H
185,Japan,H
3901,Japan,H
9412,Japan,F
2735,Japan,H
4215,Japan,H
7341,Japan,H
4407,Japan,H
4409,Japan,H
4415,Japan,H
4418,Japan,F
1286,Japan,F
4405,Japan,H
1030,Japan,F
4328,Japan,F
9352,Japan,F
3436,Japan,F
9805,Japan,H
3183,Japan,H
7708,Japan,F
9830,Japan,F
9849,Japan,H
1085,Japan,H
9845,Japan,H
9838,Japan,F
7783,Japan,H
3378,Japan,F
3379,Japan,H
3219,Japan,H
3435,Japan,H
7715,Japan,H
3432,Japan,F
3428,Japan,F
3274,Japan,F
3282,Japan,F
3270,Japan,F
7769,Japan,H
3269,Japan,H
7774,Japan,F
3387,Japan,H
7764,Japan,F
3258,Japan,F
3456,Japan,F
3349,Japan,H
7739,Japan,H
3196,Japan,F
1079,Japan,H
3299,Japan,H
3275,Japan,H
3216,Japan,F
3397,Japan,H
9650,Japan,F
1046,Japan,F
3758,Japan,F
9642,Japan,F
9639,Japan,H
3773,Japan,H
3774,Japan,F
3780,Japan,F
1188,Japan,F
3017,Japan,H
3738,Japan,F
2993,Japan,H
1039,Japan,H
3032,Japan,F
3037,Japan,H
7858,Japan,F
3821,Japan,H
1070,Japan,F
3116,Japan,F
9738,Japan,F
7559,Japan,H
9618,Japan,F
1195,Japan,H
3214,Japan,F
7556,Japan,F
3002,Japan,F
7865,Japan,H
2997,Japan,H
1043,Japan,H
117,Japan,F
7565,Japan,H
1196,Japan,F
3302,Japan,F
7758,Japan,F
3240,Japan,F
1123,Japan,H
7800,Japan,F
33,Japan,H
3468,Japan,F
7699,Japan,H
7698,Japan,F
3481,Japan,H
7697,Japan,H
3461,Japan,H
7686,Japan,F
7683,Japan,H
7672,Japan,F
52,Japan,F
3464,Japan,F
3486,Japan,F
3515,Japan,H
3491,Japan,H
1211,Japan,H
3887,Japan,H
3882,Japan,F
9786,Japan,F
3493,Japan,H
7695,Japan,H
3553,Japan,H
3496,Japan,F
40,Japan,F
7808,Japan,F
45,Japan,H
3505,Japan,H
7687,Japan,H
3157,Japan,H
7807,Japan,H
3131,Japan,H
7670,Japan,F
3557,Japan,H
9754,Japan,F
3573,Japan,H
3459,Japan,H
3310,Japan,F
9,Japan,H
12,Japan,F
9757,Japan,H
7780,Japan,F
7748,Japan,F
3337,Japan,H
3340,Japan,F
9851,Japan,H
3344,Japan,F
3257,Japan,H
3329,Japan,H
4331,Japan,H
7677,Japan,H
3531,Japan,H
3558,Japan,F
53,Japan,H
3125,Japan,H
3568,Japan,F
9741,Japan,H
9752,Japan,F
49,Japan,F
1076,Japan,F
1074,Japan,F
9770,Japan,F
3522,Japan,F
7812,Japan,F
7680,Japan,F
3151,Japan,H
1073,Japan,H
3939,Japan,H
7892,Japan,F
1220,Japan,F
6180,Japan,F
1531,Japan,H
5690,Japan,F
2131,Japan,H
1862,Japan,F
1860,Japan,F
6203,Japan,H
1864,Japan,F
6133,Japan,H
1900,Japan,F
1856,Japan,F
5685,Japan,H
2133,Japan,H
8508,Japan,F
5724,Japan,F
5719,Japan,H
8302,Japan,F
2126,Japan,F
577,Japan,H
5715,Japan,H
6653,Japan,H
1880,Japan,F
5728,Japan,F
8742,Japan,F
1524,Japan,F
8732,Japan,F
6650,Japan,F
5702,Japan,F
686,Japan,F
6161,Japan,H
1881,Japan,H
1525,Japan,H
5746,Japan,F
8504,Japan,F
1866,Japan,F
834,Japan,F
6907,Japan,H
5850,Japan,F
5554,Japan,F
6349,Japan,H
836,Japan,F
6900,Japan,F
8562,Japan,F
6331,Japan,H
5566,Japan,F
1791,Japan,H
8666,Japan,F
8789,Japan,H
8293,Japan,H
6054,Japan,F
6352,Japan,F
8294,Japan,F
5755,Japan,H
1519,Japan,H
8217,Japan,H
6183,Japan,H
1872,Japan,F
6194,Japan,F
5627,Japan,H
5696,Japan,F
1897,Japan,H
1626,Japan,F
6261,Japan,H
8185,Japan,H
1499,Japan,H
8341,Japan,H
6138,Japan,F
8738,Japan,F
6824,Japan,F
6644,Japan,F
6853,Japan,H
8497,Japan,H
2142,Japan,F
6217,Japan,H
6636,Japan,F
6211,Japan,H
846,Japan,F
8501,Japan,H
6213,Japan,H
6234,Japan,F
5673,Japan,H
6633,Japan,H
6127,Japan,H
679,Japan,H
5656,Japan,F
2086,Japan,F
6120,Japan,F
6968,Japan,F
502,Japan,F
5470,Japan,F
5895,Japan,H
8642,Japan,F
6543,Japan,H
5670,Japan,F
729,Japan,H
8231,Japan,H
5662,Japan,F
1849,Japan,H
5660,Japan,F
8491,Japan,H
1842,Japan,F
8815,Japan,H
6661,Japan,H
5668,Japan,F
6849,Japan,H
6856,Japan,F
6241,Japan,H
6623,Japan,H
8486,Japan,F
1540,Japan,F
2082,Japan,F
5782,Japan,F
1837,Japan,H
5788,Japan,F
6845,Japan,H
8512,Japan,F
5740,Japan,F
1876,Japan,F
2105,Japan,H
5787,Japan,H
8516,Japan,F
6109,Japan,H
5790,Japan,F
8503,Japan,H
1906,Japan,F
5654,Japan,F
8758,Japan,F
8759,Japan,H
6803,Japan,H
1834,Japan,F
8205,Japan,H
6667,Japan,H
5797,Japan,H
8237,Japan,H
1640,Japan,F
6258,Japan,F
5640,Japan,F
843,Japan,H
8566,Japan,F
5559,Japan,H
6681,Japan,H
9462,Japan,F
9461,Japan,H
204,Japan,F
4115,Japan,H
4088,Japan,F
9455,Japan,H
4082,Japan,F
2872,Japan,F
4053,Japan,H
4063,Japan,H
7911,Japan,H
9479,Japan,H
2873,Japan,H
4108,Japan,F
2862,Japan,F
4102,Japan,F
4099,Japan,H
5597,Japan,H
1811,Japan,H
6077,Japan,H
870,Japan,F
8298,Japan,F
5815,Japan,H
4073,Japan,H
8780,Japan,F
1807,Japan,H
6602,Japan,F
8887,Japan,H
385,Japan,H
6986,Japan,F
199,Japan,F
1808,Japan,F
9475,Japan,H
4076,Japan,F
7448,Japan,F
4149,Japan,H
9443,Japan,H
4157,Japan,H
9439,Japan,H
4205,Japan,H
7457,Japan,H
7426,Japan,F
4048,Japan,F
7503,Japan,H
2935,Japan,H
1218,Japan,F
2929,Japan,H
7890,Japan,F
7492,Japan,F
2938,Japan,F
8462,Japan,F
7429,Japan,H
7920,Japan,F
4052,Japan,F
2855,Japan,H
4125,Japan,H
2820,Japan,F
2819,Japan,H
9425,Japan,H
4139,Japan,H
2815,Japan,H
223,Japan,H
7931,Japan,H
4176,Japan,F
2853,Japan,H
4172,Japan,F
7436,Japan,F
4200,Japan,F
1205,Japan,H
6292,Japan,F
8448,Japan,F
5540,Japan,F
6363,Japan,H
6050,Japan,F
602,Japan,F
6367,Japan,H
8179,Japan,H
5855,Japan,H
8806,Japan,F
5867,Japan,H
2059,Japan,H
2061,Japan,H
6875,Japan,H
1619,Japan,H
1936,Japan,F
5541,Japan,H
6368,Japan,F
1568,Japan,F
1666,Japan,F
878,Japan,F
8432,Japan,F
1610,Japan,F
2199,Japan,H
8661,Japan,H
5606,Japan,F
8174,Japan,F
6371,Japan,H
5861,Japan,H
1773,Japan,H
6566,Japan,F
8658,Japan,F
724,Japan,F
6372,Japan,F
6876,Japan,F
5807,Japan,H
5602,Japan,F
6101,Japan,H
6794,Japan,F
8331,Japan,H
6306,Japan,F
2065,Japan,H
1928,Japan,F
5612,Japan,F
596,Japan,F
1553,Japan,H
6317,Japan,H
722,Japan,F
1654,Japan,F
8785,Japan,H
5828,Japan,F
5826,Japan,F
665,Japan,H
8324,Japan,F
5618,Japan,F
8469,Japan,H
2170,Japan,F
6088,Japan,F
6285,Japan,H
1814,Japan,F
6608,Japan,F
6870,Japan,F
1920,Japan,F
6262,Japan,F
558,Japan,F
6263,Japan,H
6264,Japan,F
6615,Japan,H
716,Japan,F
674,Japan,F
3894,Eastern Europea,F
8730,China,F
2104,China,F
4854,Africa,F
3161,Africa,H
3254,Africa,F
2556,Africa,F
9118,Africa,F
4844,Africa,F
4598,Africa,F
3503,Africa,H
4603,Africa,H
2649,Africa,H
9785,Africa,H
9812,Africa,F
3333,Africa,H
11,Africa,F
2661,Africa,H
345,Africa,H
3318,Africa,F
3234,Africa,F
3439,Africa,H
4653,Africa,H
9212,Africa,F
4650,Africa,F
2631,Africa,H
9175,Africa,H
354,Africa,F
9787,Africa,H
3492,Africa,F
4692,Africa,F
3437,Africa,H
3433,Africa,H
2531,Africa,H
3222,Africa,F
3483,Africa,H
4837,Africa,H
364,Africa,F
4111,Africa,H
9460,Africa,F
4112,Africa,F
4075,Africa,H
194,Africa,F
3019,Africa,H
3790,Africa,F
3802,Africa,F
3796,Africa,F
9621,Africa,H
4062,Africa,F
4064,Africa,F
2857,Africa,H
2858,Africa,F
9632,Africa,F
9631,Africa,H
2863,Africa,H
4691,Africa,H
4840,Africa,F
9230,Africa,F
2657,Africa,H
4606,Africa,F
327,Africa,H
4838,Africa,F
9857,Africa,H
3177,Africa,H
4534,Africa,F
4078,Africa,F
4080,Africa,F
4091,Africa,H
109,Africa,H
9781,Africa,H
2557,Africa,H
341,Africa,H
3477,Africa,H
9825,Africa,H
9259,Africa,H
9104,Africa,F
3294,Africa,F
3463,Africa,H
3533,Africa,H
9843,Africa,H
9192,Africa,F
4561,Africa,H
3529,Africa,H
3292,Africa,F
3207,Africa,H
9764,Africa,F
3366,Africa,F
9161,Africa,H
2568,Africa,F
4879,Africa,H
9113,Africa,H
3455,Africa,H
3384,Africa,F
4872,Africa,F
9190,Africa,F
4761,Africa,H
9165,Africa,H
4767,Africa,H
3286,Africa,F
9824,Africa,F
4878,Africa,F
4708,Africa,F
4541,Africa,H
3148,Africa,F
3534,Africa,F
3532,Africa,F
2521,Africa,H
3288,Africa,F
4734,Africa,F
9178,Africa,F
9852,Africa,F
4632,Africa,F
4648,Africa,F
9223,Africa,H
9131,Africa,H
3187,Africa,H
9806,Africa,F
9185,Africa,H
4671,Africa,H
3226,Africa,F
4726,Africa,F
3185,Africa,H
4678,Africa,F
115,Africa,F
355,Africa,H
9132,Africa,F
4764,Africa,F
3403,Africa,H
9762,Africa,F
24,Africa,H
2555,Africa,H
3,Africa,H
3490,Africa,F
4745,Africa,H
325,Africa,H
38,Africa,F
337,Africa,H
2635,Africa,H
9204,Africa,F
3485,Africa,H
3312,Africa,F
2524,Africa,F
3795,Africa,H
2875,Africa,H
4402,Africa,F
3109,Africa,H
4408,Africa,F
62,Africa,F
3590,Africa,F
2738,Africa,F
4424,Africa,F
4426,Africa,F
4428,Africa,F
4433,Africa,H
4434,Africa,F
4442,Africa,F
9308,Africa,F
4399,Africa,H
9670,Africa,F
4186,Africa,F
182,Africa,F
3856,Africa,F
121,Africa,H
3838,Africa,F
9524,Africa,F
178,Africa,F
2919,Africa,H
4425,Africa,H
2984,Africa,F
3845,Africa,H
3998,Africa,F
128,Africa,F
127,Africa,H
123,Africa,H
4009,Africa,H
3994,Africa,F
120,Africa,F
3595,Africa,H
4367,Africa,H
304,Africa,F
4524,Africa,F
2694,Africa,F
3136,Africa,F
311,Africa,H
3543,Africa,H
3133,Africa,H
9731,Africa,H
4496,Africa,F
3564,Africa,F
9733,Africa,H
59,Africa,H
9301,Africa,H
4503,Africa,H
303,Africa,H
3561,Africa,H
4505,Africa,H
3103,Africa,H
9719,Africa,H
4371,Africa,H
4372,Africa,F
9340,Africa,F
4391,Africa,H
2739,Africa,H
4373,Africa,H
4383,Africa,H
4384,Africa,F
273,Africa,H
3104,Africa,F
3111,Africa,H
4462,Africa,F
9334,Africa,F
4041,Africa,H
4032,Africa,F
9497,Africa,H
2823,Africa,H
3767,Africa,H
4132,Africa,F
9641,Africa,H
3766,Africa,F
4150,Africa,F
4151,Africa,H
4152,Africa,F
207,Africa,H
3029,Africa,H
2832,Africa,F
4165,Africa,H
9647,Africa,H
9653,Africa,H
3803,Africa,H
9429,Africa,H
3722,Africa,F
3791,Africa,H
193,Africa,F
4066,Africa,F
9457,Africa,H
9636,Africa,F
3034,Africa,F
188,Africa,F
9659,Africa,H
9660,Africa,F
3730,Africa,F
9436,Africa,F
4182,Africa,F
215,Africa,H
217,Africa,H
212,Africa,F
9488,Africa,F
137,Africa,H
3884,Africa,F
162,Africa,F
3951,Africa,H
3905,Africa,H
141,Africa,H
3944,Africa,F
3043,Africa,H
3916,Africa,F
9529,Africa,H
9604,Africa,F
4018,Africa,F
4022,Africa,F
2987,Africa,H
4024,Africa,F
9609,Africa,H
3983,Africa,H
3793,Africa,H
3954,Africa,F
3917,Africa,H
134,Africa,F
3961,Africa,H
3876,Africa,F
170,Africa,F
2966,Africa,F
2926,Africa,F
158,Africa,F
3867,Africa,H
3975,Africa,H
9574,Africa,F
9546,Africa,F
154,Africa,H
2941,Africa,H
2939,Africa,H
9536,Africa,F
9735,Africa,H
48,Africa,F
34,Africa,F
3509,Mid East / Sout,H
7405,Mid East / Sout,H
3115,Mid East / Sout,H
7230,Mid East / Sout,F
3583,Mid East / Sout,H
7235,Mid East / Sout,H
3518,Mid East / Sout,F
1328,Mid East / Sout,F
1326,Mid East / Sout,F
3508,Mid East / Sout,F
1340,Mid East / Sout,F
7196,Mid East / Sout,F
7200,Mid East / Sout,F
7414,Mid East / Sout,F
7190,Mid East / Sout,F
1242,Mid East / Sout,F
7434,Mid East / Sout,F
7419,Mid East / Sout,H
3500,Mid East / Sout,F
7161,Mid East / Sout,H
3167,Mid East / Sout,H
7159,Mid East / Sout,H
3605,Mid East / Sout,H
7208,Mid East / Sout,F
3606,Mid East / Sout,F
3628,Mid East / Sout,F
3095,Mid East / Sout,H
1240,Mid East / Sout,F
1241,Mid East / Sout,H
1385,Mid East / Sout,H
3100,Mid East / Sout,F
7431,Mid East / Sout,H
3501,Mid East / Sout,H
7211,Mid East / Sout,H
7216,Mid East / Sout,F
3332,Mid East / Sout,F
6783,Mid East / Sout,H
3848,Mid East / Sout,F
1128,Mid East / Sout,F
3319,Mid East / Sout,H
7667,Mid East / Sout,H
1533,Mid East / Sout,H
1144,Mid East / Sout,F
3363,Mid East / Sout,H
1142,Mid East / Sout,F
6851,Mid East / Sout,H
7661,Mid East / Sout,H
6848,Mid East / Sout,F
3842,Mid East / Sout,F
3841,Mid East / Sout,H
3244,Mid East / Sout,F
1544,Mid East / Sout,F
7218,Mid East / Sout,F
7219,Mid East / Sout,H
7221,Mid East / Sout,H
3714,Mid East / Sout,F
6930,Mid East / Sout,F
6812,Mid East / Sout,F
7215,Mid East / Sout,H
3832,Mid East / Sout,F
7684,Mid East / Sout,F
3347,Mid East / Sout,H
3834,Mid East / Sout,F
3233,Mid East / Sout,H
3341,Mid East / Sout,H
7693,Mid East / Sout,H
6932,Mid East / Sout,F
1632,Mid East / Sout,F
1362,Mid East / Sout,F
1360,Mid East / Sout,F
1207,Mid East / Sout,H
3084,Mid East / Sout,F
1398,Mid East / Sout,F
3524,Mid East / Sout,F
3155,Mid East / Sout,H
7390,Mid East / Sout,F
7295,Mid East / Sout,H
7292,Mid East / Sout,F
1311,Mid East / Sout,H
1312,Mid East / Sout,F
1314,Mid East / Sout,F
7281,Mid East / Sout,H
7393,Mid East / Sout,H
3146,Mid East / Sout,F
3047,Mid East / Sout,H
7537,Mid East / Sout,H
3716,Mid East / Sout,F
7021,Mid East / Sout,H
7521,Mid East / Sout,H
7029,Mid East / Sout,H
3440,Mid East / Sout,F
7506,Mid East / Sout,F
7036,Mid East / Sout,F
7276,Mid East / Sout,F
3058,Mid East / Sout,F
7447,Mid East / Sout,H
3706,Mid East / Sout,F
7523,Mid East / Sout,H
7540,Mid East / Sout,F
7002,Mid East / Sout,F
7538,Mid East / Sout,F
7045,Mid East / Sout,H
7397,Mid East / Sout,H
7257,Mid East / Sout,H
1324,Mid East / Sout,F
1273,Mid East / Sout,H
7327,Mid East / Sout,H
7304,Mid East / Sout,F
1304,Mid East / Sout,F
7315,Mid East / Sout,H
1259,Mid East / Sout,H
7347,Mid East / Sout,H
7317,Mid East / Sout,H
7322,Mid East / Sout,F
7326,Mid East / Sout,F
7329,Mid East / Sout,H
7568,Mid East / Sout,F
7399,Mid East / Sout,H
7400,Mid East / Sout,F
7319,Mid East / Sout,H
1141,Mid East / Sout,H
3144,Mid East / Sout,F
7342,Mid East / Sout,F
3582,Mid East / Sout,F
3121,Mid East / Sout,H
7394,Mid East / Sout,F
7265,Mid East / Sout,H
3123,Mid East / Sout,H
3565,Mid East / Sout,H
1284,Mid East / Sout,F
3154,Mid East / Sout,F
7303,Mid East / Sout,H
7335,Mid East / Sout,H
3551,Mid East / Sout,H
7367,Mid East / Sout,H
1288,Mid East / Sout,F
3142,Mid East / Sout,F
7300,Mid East / Sout,F
9142,Africa,F
3229,Mid East / Sout,H
1518,Mid East / Sout,F
1151,Mid East / Sout,H
6877,Mid East / Sout,H
6861,Mid East / Sout,H
1154,Mid East / Sout,F
3372,Mid East / Sout,F
9993,Africa,H
2554,Africa,F
9883,Africa,H
3198,Africa,F
9955,Africa,H
3417,Africa,H
9979,Africa,H
9245,Africa,H
3783,Mid East / Sout,H
6865,Mid East / Sout,H
7350,Mid East / Sout,F
6880,Mid East / Sout,F
7579,Mid East / Sout,H
3028,Mid East / Sout,F
3760,Mid East / Sout,F
1181,Mid East / Sout,H
3026,Mid East / Sout,F
1492,Mid East / Sout,F
9913,Africa,H
6919,Mid East / Sout,H
3210,Mid East / Sout,F
7591,Mid East / Sout,H
3771,Mid East / Sout,H
3772,Mid East / Sout,F
1496,Mid East / Sout,F
3775,Mid East / Sout,H
3209,Mid East / Sout,H
1174,Mid East / Sout,F
3369,Africa,H
2597,Africa,H
3173,Africa,H
9155,Africa,H
3380,Africa,F
3159,Africa,H
3426,Africa,F
3311,Africa,H
4860,Africa,F
4583,Africa,H
3304,Africa,F
3370,Africa,F
9116,Africa,F
3512,Africa,F
4862,Africa,F
9112,Africa,F
4703,Africa,H
9945,Africa,H
4868,Africa,F
9921,Africa,H
3443,Africa,H
9905,Africa,H
4753,Africa,H
9984,Africa,F
3362,Africa,F
9916,Africa,F
9937,Africa,H
9946,Africa,F
9769,Africa,H
9950,Africa,F
3447,Africa,H
9953,Africa,H
9891,Africa,H
4780,Africa,F
6908,Mid East / Sout,F
1505,Mid East / Sout,H
7594,Mid East / Sout,F
6690,Mid East / Sout,F
3910,Mid East / Sout,F
6707,Mid East / Sout,H
1099,Mid East / Sout,H
3287,Mid East / Sout,H
1615,Mid East / Sout,H
3283,Mid East / Sout,H
2949,Mid East / Sout,H
3271,Mid East / Sout,H
6672,Mid East / Sout,F
6668,Mid East / Sout,F
3925,Mid East / Sout,H
7766,Mid East / Sout,F
1608,Mid East / Sout,F
3290,Mid East / Sout,F
1109,Mid East / Sout,H
6701,Mid East / Sout,H
6825,Mid East / Sout,H
3232,Mid East / Sout,F
3817,Mid East / Sout,H
3818,Mid East / Sout,F
7665,Mid East / Sout,H
6821,Mid East / Sout,H
3914,Mid East / Sout,F
3819,Mid East / Sout,H
7647,Mid East / Sout,H
3854,Mid East / Sout,F
1567,Mid East / Sout,H
6706,Mid East / Sout,F
2951,Mid East / Sout,H
6702,Mid East / Sout,F
6818,Mid East / Sout,F
3858,Mid East / Sout,F
6773,Mid East / Sout,H
6770,Mid East / Sout,F
7646,Mid East / Sout,F
1165,Mid East / Sout,H
3395,Mid East / Sout,H
6903,Mid East / Sout,H
7607,Mid East / Sout,H
6897,Mid East / Sout,H
6742,Mid East / Sout,F
6858,Mid East / Sout,F
3224,Mid East / Sout,F
3374,Mid East / Sout,F
6886,Mid East / Sout,F
1157,Mid East / Sout,H
1504,Mid East / Sout,F
3021,Mid East / Sout,H
7616,Mid East / Sout,F
3824,Mid East / Sout,F
3297,Mid East / Sout,H
3889,Mid East / Sout,H
6767,Mid East / Sout,H
2972,Mid East / Sout,F
3865,Mid East / Sout,H
