total,category_desc,member,region
23130.20,Lodging,20001,Eastern Europea
143655.90,Misc,24397,Mid East / Sout
54086.10,Home Supplies,28615,Japan
74823.50,Meals,22469,Africa
32740.40,Electronics,24522,Mid East / Sout
44778.80,Lodging,21361,Eastern Europea
75478.20,Electronics,28501,South American
26755.40,Meals,28703,China
58595.60,Misc,20507,Japan
98648.70,Clothing,22795,Mid East / Sout
9587.00,Home Supplies,21424,Japan
83459.00,Lodging,21318,Eastern Europea
99954.40,Groceries,25131,Scandanavian
143991.80,Groceries,25812,Scandanavian
39386.20,Clothing,26625,Scandanavian
36143.30,Entertainment,23162,Africa
98039.20,Groceries,29642,Eastern Europea
138600.40,Groceries,28961,Africa
95645.20,Home Supplies,20743,China
123153.00,Meals,29001,China
122269.90,Communication,29685,Eastern Europea
80357.80,Misc,21741,Eastern Europea
56783.00,Groceries,21003,China
148398.70,Groceries,23897,China
848.90,Clothing,21816,Eastern Europea
73346.80,Clothing,24710,Scandanavian
80443.30,Groceries,29940,Eastern Europea
101390.80,Lodging,23914,China
20206.10,Groceries,22280,Japan
313759.40,Lodging,28680,Western Europea
6349.00,Entertainment,21247,China
75387.80,Misc,23358,Africa
56731.70,Electronics,23735,Mid East / Sout
106679.60,Electronics,21820,Eastern Europea
187453.90,Electronics,25650,Western Europea
7124.60,Misc,25273,Western Europea
68336.50,Entertainment,20013,China
36513.40,Entertainment,29886,Western Europea
164569.20,Clothing,29178,Mid East / Sout
75062.90,Home Supplies,22020,Japan
237608.20,Misc,20805,China
8219.00,Electronics,20586,Japan
62443.10,Entertainment,24822,Scandanavian
17829.20,Lodging,23233,Africa
18650.00,Lodging,20084,Africa
72993.80,Home Supplies,26743,Eastern Europea
72207.20,Groceries,21344,Eastern Europea
29115.20,Meals,21086,China
97885.30,Meals,23001,Africa
256890.90,Entertainment,25034,Scandanavian
106349.80,Lodging,24893,Scandanavian
137659.90,Clothing,24753,Scandanavian
403141.10,Entertainment,21204,China
50114.00,Groceries,23259,Africa
47457.40,Clothing,23986,China
45719.30,Entertainment,26737,Eastern Europea
9108.20,Clothing,20923,China
9262.10,Groceries,27089,Western Europea
55175.60,Groceries,21556,Eastern Europea
54679.70,Meals,27979,Western Europea
102239.70,Electronics,27310,South American
96374.40,Electronics,25395,Western Europea
56629.10,Electronics,28160,Western Europea
201977.90,Misc,24592,Mid East / Sout
17606.90,Electronics,26245,Scandanavian
92327.80,Entertainment,23119,Africa
184752.10,Groceries,25174,Western Europea
52969.70,Lodging,26808,Eastern Europea
86548.00,Meals,29682,Japan
254189.10,Meals,23554,Mid East / Sout
84502.10,Misc,21017,China
51339.10,Communication,27132,South American
46865.00,Communication,29047,Eastern Europea
50199.50,Misc,22932,Mid East / Sout
47463.50,Communication,25217,Western Europea
135533.40,Entertainment,21971,Japan
137322.80,Clothing,21773,Eastern Europea
79628.60,Clothing,27306,Eastern Europea
56150.30,Lodging,26170,South American
39016.10,Meals,28022,Western Europea
36964.10,Communication,29642,Eastern Europea
9227.90,Misc,26550,Scandanavian
66461.60,Electronics,29225,Eastern Europea
19556.30,Home Supplies,25211,South American
91113.70,Entertainment,26949,South American
147554.70,Groceries,23471,Africa
31680.20,Clothing,25391,Western Europea
102177.40,Entertainment,20566,Japan
17863.40,Home Supplies,24871,Scandanavian
70491.10,Groceries,28749,Mid East / Sout
154999.30,Entertainment,20906,China
10339.40,Misc,22336,Japan
242379.10,Meals,23044,Africa
15896.90,Electronics,28587,Eastern Europea
197816.50,Electronics,22670,Africa
315857.80,Misc,26166,South American
48113.30,Misc,24251,Mid East / Sout
201607.80,Lodging,26851,Eastern Europea
129343.20,Home Supplies,25168,South American
90275.80,Entertainment,26906,Eastern Europea
60744.10,Groceries,21387,Eastern Europea
146494.50,Groceries,29556,Western Europea
330038.60,Clothing,22881,Africa
116661.10,Electronics,25438,Scandanavian
108053.70,Misc,26464,South American
20342.90,Meals,29851,Eastern Europea
42555.80,Electronics,22544,Africa
142396.60,Groceries,23302,Africa
28841.60,Entertainment,23631,Mid East / Sout
10305.20,Clothing,25732,South American
40503.80,Entertainment,29502,Scandanavian
1481.60,Lodging,24936,South American
7671.80,Entertainment,29674,Africa
213616.90,Clothing,20966,China
29918.90,Entertainment,24991,Scandanavian
236428.30,Misc,29017,Mid East / Sout
27251.30,Communication,25260,South American
93057.00,Meals,23597,Mid East / Sout
56936.90,Meals,29768,South American
132934.20,Entertainment,27587,Eastern Europea
109137.10,Lodging,20468,Japan
74321.50,Home Supplies,21765,Eastern Europea
65504.00,Entertainment,28440,Western Europea
70553.40,Clothing,25434,Scandanavian
98056.30,Entertainment,29800,Japan
31714.40,Clothing,26794,Eastern Europea
54924.00,Entertainment,23757,Mid East / Sout
70867.30,Communication,20946,China
97474.90,Electronics,29268,Western Europea
83863.30,Electronics,27353,Eastern Europea
1019.90,Electronics,28713,Africa
42077.00,Entertainment,21078,China
106144.60,Entertainment,28821,China
30688.40,Lodging,22383,Japan
286587.50,Home Supplies,27083,Eastern Europea
77320.10,Clothing,23519,Africa
48079.10,Entertainment,25672,South American
69020.50,Communication,22835,Mid East / Sout
46698.90,Misc,23911,China
33407.30,Communication,24750,South American
132051.10,Meals,26448,Scandanavian
5825.00,Entertainment,21290,Eastern Europea
202183.10,Lodging,25574,Western Europea
69847.40,Groceries,29130,Africa
153653.30,Home Supplies,20912,China
82535.60,Groceries,27003,Western Europea
2952.20,Home Supplies,26445,Scandanavian
19436.60,Entertainment,24353,Mid East / Sout
46745.30,Clothing,22454,Africa
108440.90,Meals,22320,Japan
180107.00,Meals,24235,Mid East / Sout
266171.30,Misc,22763,Mid East / Sout
27450.40,Communication,27813,South American
122080.60,Misc,23613,Mid East / Sout
329143.30,Electronics,29989,Mid East / Sout
1276.40,Misc,21698,Eastern Europea
73740.10,Groceries,27558,Eastern Europea
29673.40,Lodging,25786,South American
76430.90,Entertainment,24908,South American
124168.00,Groceries,22792,Mid East / Sout
275399.20,Entertainment,26268,South American
42248.00,Clothing,21049,China
79423.40,Groceries,28068,Western Europea
40651.60,Home Supplies,24530,Mid East / Sout
144151.80,Lodging,23659,Mid East / Sout
49720.70,Clothing,20539,Japan
58817.90,Misc,28591,Western Europea
243046.00,Communication,27601,South American
79229.20,Electronics,27436,Eastern Europea
12989.90,Meals,29213,Eastern Europea
141296.10,Misc,25316,Western Europea
242578.20,Misc,21486,Japan
77587.60,Meals,27853,Western Europea
16649.30,Communication,29516,Western Europea
103784.80,Groceries,26920,Eastern Europea
155848.20,Groceries,24450,Mid East / Sout
78311.90,Entertainment,20440,Japan
39255.50,Clothing,25517,South American
84895.40,Groceries,24790,Eastern Europea
22098.10,Lodging,26084,South American
19094.60,Lodging,28554,Mid East / Sout
77576.60,Groceries,28280,South American
96517.30,Misc,20633,Japan
34895.00,Communication,25048,Scandanavian
95576.80,Communication,25898,South American
12100.70,Communication,23983,China
49139.30,Electronics,22458,Africa
35989.40,Groceries,27215,Eastern Europea
8561.00,Clothing,29135,Western Europea
71112.80,Groceries,20322,China
82193.60,Lodging,27489,South American
151761.30,Groceries,25005,Scandanavian
61707.80,Lodging,27999,Western Europea
159370.80,Home Supplies,21977,Japan
183469.60,Clothing,23602,Mid East / Sout
43103.00,Groceries,26705,Eastern Europea
152843.50,Clothing,29645,South American
123022.30,Groceries,25855,Scandanavian
84102.70,Home Supplies,22827,Africa
307723.10,Lodging,20153,Japan
364779.70,Communication,20963,China
74738.00,Entertainment,21121,China
81446.10,Groceries,27601,South American
15794.30,Entertainment,21802,Eastern Europea
133851.50,Groceries,29814,Africa
18188.30,Entertainment,29969,South American
27080.30,Communication,21456,Japan
114934.00,Entertainment,23334,Africa
124429.40,Electronics,27648,Eastern Europea
112157.70,Communication,20477,Japan
64101.80,Meals,21112,China
187631.00,Home Supplies,20869,China
266016.20,Entertainment,28735,Japan
60299.50,Home Supplies,24018,China
38947.70,Home Supplies,25380,Western Europea
115697.40,Communication,29559,Scandanavian
9398.90,Communication,21516,Japan
14563.10,Misc,26633,Scandanavian
69693.50,Electronics,27694,South American
45747.40,Groceries,25048,Scandanavian
78727.20,Entertainment,27845,South American
233132.90,Communication,24009,China
466740.90,Communication,24690,Scandanavian
122793.90,Groceries,21218,China
84741.50,Clothing,26708,Eastern Europea
24788.90,Lodging,26682,Scandanavian
156958.50,Clothing,27389,South American
44898.50,Entertainment,24696,South American
80723.00,Lodging,22852,Africa
92783.40,Home Supplies,29823,Scandanavian
119886.90,Misc,20590,Japan
62.30,Home Supplies,26419,Scandanavian
70080.70,Meals,28194,Western Europea
114763.00,Meals,20431,Japan
37795.90,Home Supplies,21550,Eastern Europea
175797.80,Entertainment,27121,Eastern Europea
58920.50,Home Supplies,24699,Scandanavian
187836.20,Misc,28038,Western Europea
72816.70,Misc,23739,Mid East / Sout
83561.60,Electronics,26457,Scandanavian
5243.60,Misc,29570,Eastern Europea
48951.20,Communication,26282,Scandanavian
68838.50,Groceries,27942,Western Europea
78054.20,Clothing,20070,Africa
156406.40,Entertainment,23674,Mid East / Sout
131497.80,Communication,21796,Eastern Europea
21055.00,Communication,25134,Scandanavian
97725.30,Misc,27357,Eastern Europea
171129.50,Home Supplies,22632,Africa
54320.60,Lodging,22706,Mid East / Sout
40281.50,Communication,29900,Mid East / Sout
188902.50,Groceries,27896,Western Europea
67225.00,Lodging,29530,South American
41068.10,Misc,25843,Scandanavian
43427.90,Meals,24261,Mid East / Sout
174418.80,Communication,23857,China
101065.90,Electronics,22332,Japan
51857.00,Home Supplies,28632,Eastern Europea
30568.70,Entertainment,29717,Western Europea
27388.10,Lodging,24810,South American
39614.60,Clothing,24836,Scandanavian
18615.80,Home Supplies,23806,China
188782.80,Meals,24218,Mid East / Sout
49566.80,Clothing,29261,Africa
39306.80,Groceries,23176,Africa
182159.00,Misc,23527,Mid East / Sout
32996.90,Communication,21304,Eastern Europea
328414.10,Misc,22462,Africa
382437.90,Communication,20239,China
42726.80,Meals,26662,Scandanavian
63012.30,Meals,21793,Eastern Europea
12955.70,Groceries,22111,Japan
171243.10,Entertainment,24739,Scandanavian
124639.50,Clothing,21218,China
122338.30,Home Supplies,20188,Africa
33014.00,Communication,27796,Western Europea
125615.40,Communication,26794,Eastern Europea
82860.50,Communication,28154,Western Europea
20958.50,Meals,23216,Africa
77097.80,Entertainment,21911,Japan
32990.80,Meals,21324,Eastern Europea
14973.50,Home Supplies,25847,Scandanavian
13069.30,Meals,21003,China
50695.40,Electronics,28117,Western Europea
60248.20,Misc,20891,China
161923.60,Meals,23897,China
60054.00,Home Supplies,25526,Scandanavian
266226.30,Meals,25257,Western Europea
125142.70,Lodging,24578,Mid East / Sout
13029.00,Misc,25485,Scandanavian
185635.20,Home Supplies,20760,China
46659.80,Communication,25941,South American
76208.60,Groceries,22944,Mid East / Sout
68325.50,Entertainment,28140,Western Europea
104907.30,Clothing,26920,Eastern Europea
165646.50,Entertainment,26780,Eastern Europea
193650.20,Groceries,20153,Japan
400593.20,Misc,28737,South American
35869.70,Lodging,27830,Western Europea
48318.50,Entertainment,22186,Japan
66615.50,Clothing,29814,Africa
79748.30,Clothing,28454,South American
81127.30,Communication,27115,South American
137437.60,Groceries,26024,South American
93057.00,Misc,24804,Scandanavian
20992.70,Home Supplies,26803,Eastern Europea
78818.80,Electronics,29394,China
123272.70,Electronics,25564,Western Europea
68941.10,Home Supplies,25764,South American
164996.70,Home Supplies,23634,Mid East / Sout
39420.40,Meals,26090,South American
69197.60,Meals,29599,China
43325.30,Meals,29894,Africa
75963.10,Communication,22111,Japan
77923.50,Misc,20121,China
409313.00,Lodging,20748,China
73712.00,Electronics,28887,South American
6902.30,Misc,23015,Africa
38503.10,Misc,21655,Eastern Europea
46300.70,Communication,29668,South American
35322.50,Clothing,23090,Africa
202969.70,Entertainment,22867,Africa
176458.60,Clothing,21730,Eastern Europea
84553.40,Groceries,23983,China
42868.50,Lodging,25617,Scandanavian
24087.80,Entertainment,24227,Mid East / Sout
46625.60,Groceries,26877,South American
17948.90,Misc,26524,Scandanavian
101288.20,Groceries,25343,Western Europea
161000.20,Misc,25568,Western Europea
54297.40,Electronics,20798,China
261935.40,Electronics,25269,Western Europea
138850.80,Groceries,20391,China
73848.80,Electronics,29099,Eastern Europea
72269.50,Lodging,22025,Japan
179149.40,Clothing,24495,Mid East / Sout
270450.00,Meals,20047,China
27080.30,Meals,20663,Japan
11314.10,Communication,24241,Mid East / Sout
62665.40,Lodging,21704,Eastern Europea
168553.50,Entertainment,25080,Scandanavian
170576.20,Communication,22349,Japan
136741.40,Groceries,20070,Africa
83914.60,Groceries,21430,Japan
117379.30,Clothing,20877,China
31304.00,Entertainment,26863,Eastern Europea
71140.90,Communication,22028,Japan
75695.60,Electronics,21863,Japan
163874.20,Electronics,20503,Japan
117105.70,Entertainment,27928,Western Europea
78756.50,Lodging,24129,Mid East / Sout
29286.20,Meals,29920,Eastern Europea
5773.70,Entertainment,25715,South American
65258.50,Groceries,22495,Africa
12186.20,Entertainment,24015,China
33503.80,Misc,28121,Western Europea
92362.00,Communication,28071,Western Europea
29234.90,Meals,23428,Africa
45519.00,Home Supplies,27951,Western Europea
38759.60,Lodging,27003,Western Europea
32204.20,Home Supplies,23422,Africa
106076.20,Home Supplies,29465,Japan
77097.80,Entertainment,29333,Japan
23694.50,Entertainment,28993,China
27371.00,Entertainment,24310,Mid East / Sout
51584.60,Meals,27515,Eastern Europea
38571.50,Communication,24965,Scandanavian
158225.10,Communication,23050,Africa
63623.00,Meals,21387,Eastern Europea
237631.40,Groceries,27922,Western Europea
216506.80,Clothing,27664,Eastern Europea
94106.20,Lodging,29556,Western Europea
27063.20,Lodging,27641,Eastern Europea
44436.80,Home Supplies,22463,Africa
180602.90,Entertainment,25123,Scandanavian
201516.20,Electronics,25249,Western Europea
48859.60,Clothing,20153,Japan
96876.40,Entertainment,25804,Scandanavian
45206.30,Meals,25749,South American
236212.10,Groceries,26688,Eastern Europea
166740.90,Electronics,20334,China
68513.60,Groceries,24773,Scandanavian
126498.50,Meals,20153,Japan
79337.90,Communication,22369,Japan
199669.40,Communication,23731,Mid East / Sout
241860.00,Communication,25646,Western Europea
68547.80,Entertainment,26889,Eastern Europea
2952.20,Lodging,26407,Scandanavian
80090.30,Groceries,29007,Africa
54639.40,Groceries,21092,China
23386.70,Meals,29877,Scandanavian
58629.80,Misc,26355,Scandanavian
31543.40,Home Supplies,21101,China
30784.90,Meals,28068,Western Europea
99133.60,Meals,29983,Japan
113485.40,Misc,22674,Africa
106349.80,Misc,22631,Africa
32261.60,Groceries,21198,China
23420.90,Home Supplies,23016,Africa
32039.30,Lodging,22832,Mid East / Sout
50986.10,Meals,22515,Africa
53807.60,Home Supplies,27378,Eastern Europea
162472.00,Lodging,28875,Eastern Europea
58281.70,Clothing,21621,Eastern Europea
45650.90,Meals,23940,China
64677.10,Entertainment,20208,Africa
66598.40,Electronics,27568,Eastern Europea
68376.80,Misc,21950,Japan
66290.60,Misc,25674,South American
42743.90,Home Supplies,22910,Mid East / Sout
83292.90,Clothing,23940,China
74002.70,Entertainment,25761,South American
13400.30,Meals,21281,Eastern Europea
155574.60,Groceries,21773,Eastern Europea
77354.30,Lodging,29450,Mid East / Sout
46591.40,Clothing,21962,Japan
117293.80,Electronics,23440,Africa
85305.80,Lodging,25769,South American
163383.20,Communication,24922,Scandanavian
66780.40,Home Supplies,29697,Scandanavian
30015.40,Lodging,23854,China
104742.40,Communication,26837,South American
12271.70,Electronics,21525,Japan
112933.30,Clothing,27558,Eastern Europea
35938.10,Misc,23418,Africa
36690.50,Meals,23196,Africa
80620.40,Lodging,22088,Japan
284524.50,Electronics,27121,Eastern Europea
108025.60,Meals,27621,Eastern Europea
73010.90,Groceries,20454,Japan
34621.40,Communication,23156,Africa
6543.20,Clothing,26940,Eastern Europea
98323.80,Communication,21859,Japan
143980.80,Groceries,28560,Japan
33937.40,Lodging,28832,Eastern Europea
45952.60,Communication,28540,China
133686.60,Groceries,20517,Japan
12761.50,Misc,26802,Eastern Europea
71055.40,Entertainment,23995,China
83749.70,Lodging,22151,Japan
50165.30,Communication,20497,Japan
59803.60,Groceries,22964,Africa
