member_noSource;charge;amt
2117;17;35322.5
5449;136;295815.4
9777;782;2193974.3
1121;17;22788.2
8758;408;929700.3
6053;204;474554.4
4430;85;232238.8
9691;765;1812171.6
1035;17;45257.6
3199;102;363714.6
7527;272;609124.1
5363;102;293826.9
9840;799;1926849.1
9299;272;639339.8
7676;221;653431.4
7135;187;516352.9
5512;153;433498.5
4971;68;234143
5904;238;568181.8
9150;442;1314147.4
6986;323;785081.9
4822;102;252239.7
8068;289;678099.4
1576;51;105386.1
2658;17;55945.1
3740;85;205631.2
9001;357;839721.3
3591;68;257655.5
1427;17;48968.3
3050;51;168228.6
5755;119;371625.8
4132;68;155534.3
6296;255;554461.5
4673;102;304377.6
9542;527;1511519.3
7919;255;852377.7
8460;255;709507.2
7378;272;760253.9
886;17;64101.8
1968;85;147576.7
6837;255;825274.2
2509;34;100963.3
5214;102;258276
1044;17;75729.8
6617;187;445969.3
9534;306;750905.1
5289;153;509473.8
2372;51;99691.8
2395;102;289569
9557;510;1222860.3
3723;34;9033.7
3938;85;182392.3
5266;102;184968.3
2418;34;75279.1
3746;187;418558
3915;119;337306.1
9488;476;969758.3
5243;153;310857.3
8160;289;727039.6
3892;85;230614.3
9511;561;1185615.3
3769;34;121261
2564;51;70963.8
8183;153;311284.8
5097;136;355785.1
3869;68;95872.4
2541;68;206372.6
875;17;59348
2518;17;20103.5
9680;544;1348481.8
1190;17;58168.1
852;34;115019.5
3577;68;80927
2249;17;81167.6
1167;17;63913.7
2495;34;69978.1
1144;34;39266.5
2349;34;115173.4
2226;34;102416.8
1021;34;67225
4951;102;258994.2
6955;221;594795.5
3623;68;173848.4
8283;255;539447.7
9219;493;1109698.6
4061;85;135008.2
7891;289;666129.4
5389;119;344864.3
4997;136;279211.3
9411;510;1160171.7
8329;425;1170393.8
6325;136;286461.7
9657;527;1198452.5
4015;102;288303.6
9265;578;1580174.6
2687;34;147475.3
9365;493;1376783.5
7699;306;868005.9
6371;102;267407.4
4207;153;361080
5535;170;373984.4
8037;357;854187.9
5143;136;442943.8
6471;153;389790.9
6809;221;553174.1
8137;221;436107.5
6663;204;543330.6
9073;289;898073.8
7991;340;970456.9
5581;68;220548.5
6909;238;578373.4
7745;221;473693.3
7845;238;577279
6763;170;478790.3
6517;204;582592.2
5435;136;482205.4
9949;697;1846755.1
1459;17;83920.7
4874;85;159102.1
1957;51;103761.6
7032;306;1067084.1
5727;85;184564
8598;221;433337.3
1934;34;142960.9
7553;289;916131.4
9096;425;764234.6
1436;17;1002.8
8575;340;937453.9
3500;34;105546.1
8406;238;613479.7
7101;136;385231.3
560;17;48899.9
2810;17;82569.8
7224;238;683316.1
6179;204;391277.4
2126;119;253670
9780;663;1517951.4
4705;85;140428.9
4805;119;191716.7
8475;289;703458.7
4682;102;249794.4
2641;17;78397.4
1834;17;62733.8
3331;68;88622
752;17;43633.1
9972;952;2359184.8
3308;34;108692.5
1857;34;39181
1267;17;40264.4
775;17;63588.8
3208;102;252752.7
9196;476;1212903.2
2710;34;72064.3
8698;391;1019891.8
6932;153;307899
7430;187;510983.5
3600;17;16803.2
3102;119;220017.2
7324;306;850221.9
1665;17;6987.8
4582;68;102045.5
1336;17;13656.8
4974;68;175524.2
8306;272;658816.7
6056;119;269231
1728;34;59017
9388;612;1202799.6
5950;170;324770.6
3792;51;124538.1
5956;68;182877.2
8114;357;850750.8
1628;17;37973
8014;255;495449.4
4184;51;168365.4
5850;102;362791.2
6348;102;248751.3
4576;170;406936.1
5166;102;279599.7
5658;153;481737.6
6248;187;571688.5
7330;187;583932.1
4084;68;185476.4
7722;153;374862.6
8804;255;626247.3
4476;85;238600
6640;170;436844
5558;187;414163.3
1542;17;32005.1
4436;102;192475.2
3225;17;69984.2
5764;51;185037.9
7493;289;828972.7
7161;102;306857.1
1496;34;90532.3
8489;391;834630.4
500;34;98295.7
6165;153;449811.9
191;17;5158.1
7470;204;541979.7
1519;68;106098.2
6142;85;183452.5
7616;289;494359.9
4290;85;229092.4
8967;374;1046026.7
3016;51;131172.9
7639;221;505892.6
1688;34;88736.8
6969;306;901231.2
4244;68;198301.4
9159;357;672141.3
7662;221;548163.8
4413;102;230676.6
9136;238;523208.8
8890;323;855551
4267;102;309285.3
7808;255;674349.6
2939;51;116637.9
9113;442;1284273.7
4098;136;324252.7
5887;153;407369.7
1559;17;49686.5
9717;646;1685930.8
8721;357;839208.3
4891;187;283365.4
2578;34;88668.4
9328;493;1144668.1
7407;255;610515.3
6079;102;179479.2
669;17;47172.8
6411;136;452451.4
3079;68;212443.1
1997;17;4696.4
1605;34;105289.6
4937;119;392436.5
5933;204;539106.9
6019;119;403705.4
7015;204;378708.9
8635;408;907111.2
5973;204;552769.8
4307;51;118604.4
2143;17;9364.7
2335;34;86804.5
4745;85;318559.6
3417;85;144584.2
3663;68;163349
5827;170;675902
8827;306;627306.3
9909;646;1372693
4499;34;110505.1
3271;85;237300.4
9763;663;1722552.9
4353;51;104496.9
8681;374;843306.2
7599;136;258896.5
629;51;95502.3
8266;255;657181.2
6557;51;101931.9
606;17;76516.4
7055;170;472326.5
7247;238;607169.8
7078;357;803366.7
3832;119;408254
9571;391;898738.3
4161;136;411992.8
915;17;75387.8
4828;102;279445.8
414;17;68376.8
8074;272;668974.1
8552;306;811746.9
8097;340;854758.3
437;17;18752.6
4851;170;405687.8
3875;153;464107.5
8031;272;511038.5
3852;102;265782.9
3354;68;96898.4
5518;119;412272.5
9305;493;1298687.8
9803;646;1604569
6580;119;272668.1
9826;646;1232404.6
5326;85;174628.9
4659;17;34262.3
8744;459;958598.1
1413;34;46619.5
2080;51;88918.8
3162;68;127097
3185;51;128676.3
5349;102;271887.6
2103;51;130232.4
8054;238;589385.8
2793;34;130597.6
1774;34;111052.3
8223;289;674611
2272;51;152188.8
6102;238;634683.7
6600;136;295507.6
6992;85;257358.7
5996;272;668255.9
5910;221;667196.9
1582;51;160944
4914;85;200980
9242;425;1032721.7
2664;85;135401.5
5306;68;219334.4
2601;102;210720.9
3683;51;130386.3
9634;578;1406438.6
6388;272;585389.3
2209;51;140612.1
2856;51;186782.1
7184;238;527774.5
5020;170;279028.1
9348;374;649871
3248;51;128283
7576;255;644287.8
5412;119;359638.7
8658;289;529654.3
4330;102;279685.2
1084;17;48198.8
2166;17;6697.1
6494;187;408503.2
9740;493;1321482.1
5804;102;293929.5
935;34;72269.5
6886;204;557061.9
7968;289;704142.7
4722;119;362904.8
2558;51;184422.3
3640;102;370537.5
2017;17;64478
6285;153;394219.8
9866;476;1055104.4
1376;34;163549.3
9202;323;746350.4
6949;204;533703.3
4934;153;391347
3391;51;99144.6
4270;85;205032.7
6262;170;575097.5
9889;918;2302578.9
1399;17;41375.9
4911;51;170964.6
3414;85;139539.7
497;34;93080.2
4247;68;229115.6
2750;68;197514.8
7828;323;687013.4
7164;289;804229
4224;119;269077.1
3437;34;79297.6
9843;510;1410088.2
2896;68;255979.7
9179;391;938683.9
4888;68;120958.1
4765;170;449976.8
5429;136;295439.2
2773;85;305050.6
5790;51;115817.1
4788;187;552023.5
7705;272;732620.3
7782;204;368773.8
8369;289;568095.1
5452;136;335453.2
6803;272;565279.7
7805;323;741305.9
8346;340;944328.1
5475;153;260275.5
4811;136;376698.4
6331;119;345804.8
8323;289;565837.9
5744;136;481401.7
6408;136;353904.1
6826;289;664128.7
7490;204;598101.9
6849;136;291985
6308;238;373977.1
5767;204;528145.8
6872;170;387630.2
3706;85;154279.9
374;17;39101.6
3955;51;157250.4
9279;646;1595625.7
1061;17;43171.4
8887;425;1053823.1
7264;238;574953.4
4393;119;360391.1
5721;68;146505.5
8246;204;523597.2
9325;476;1212766.4
5329;102;254069.4
2332;85;238565.8
8638;357;914055
4347;153;404377.2
3314;17;66991.7
9720;459;1018807.2
2873;34;114130.3
8784;425;988979.9
317;17;33065.3
520;17;74156.6
858;17;24600.8
2481;51;170520
420;17;84878.3
1353;17;55021.7
812;17;284.6
1894;34;75792.1
2435;17;57945.8
9617;595;1390375.6
9451;425;871349
6534;255;683908.5
5870;153;327051
2953;17;33732.2
7885;204;452871.6
9594;510;1427136.9
5893;119;262168.7
4496;68;163810.7
7579;323;869316.5
3829;119;298335.2
3165;85;379384.3
6746;221;587887.1
8243;289;758554.9
3855;68;173181.5
1814;51;104821.8
8220;289;604945.6
9474;731;2041717.1
3806;119;380705.9
8761;357;882231.9
4519;119;238929.8
3288;68;211605.2
7367;221;523950.2
5203;136;375227.8
6205;323;715878.2
2624;51;131497.8
4639;102;326658.9
5352;136;427075
7344;136;375740.8
2647;119;281782.4
3188;85;188787.7
5180;68;210305.6
7908;272;715793.9
4662;153;343330.2
1038;17;48626.3
4370;136;383948.8
7287;306;749622.6
7038;323;727164.2
8449;340;617820.7
789;34;46995.7
4121;119;401961.2
3729;102;191141.4
9053;425;967964
2106;68;111724.1
6434;238;630665.2
5993;119;388469.3
8910;391;1021670.2
8661;340;824782
9743;561;1540081.2
5664;221;450112.4
7075;153;533858.4
9992;901;2279824.9
2747;51;157404.3
732;34;79212.1
3978;136;361889.8
9302;306;815047.2
1273;17;9364.7
2355;68;171112.4
5060;238;650774.8
646;17;27884
5601;221;586826.9
7679;306;755539.2
8120;306;745142.4
4035;68;241598.6
8512;238;681366.7
2020;34;105905.2
3494;68;228363.2
2412;68;145701.8
1330;17;38007.2
7115;204;436250.4
5123;187;591011.5
6119;221;497308.4
9036;544;1589882.5
5100;68;188280.8
1565;34;153922
6096;170;362903.6
4104;119;355517.6
1164;34;74509.6
7138;238;618917.5
2183;51;188133
3039;85;270269.2
9531;391;1126253.8
5618;136;233588.5
1705;34;137557.3
3626;119;436964.9
7516;255;606684.9
6975;238;630237.7
5641;68;135031.4
8990;459;1283686.2
3085;102;239961.9
3580;68;154679.3
8495;272;746385.8
5077;68;162647.9
9577;510;1333189.5
3062;51;121289.1
8472;204;516859.8
9013;408;820978.5
3603;51;136012.2
9554;612;1640286
7453;119;300028.1
3125;34;49971.1
2544;51;138731.1
3563;85;179434
4559;51;73905
7656;238;652758.4
6660;187;627143.8
6574;187;439779.1
1250;17;67367.9
2246;51;89637
5578;170;416204.3
3265;68;176943.5
2724;34;123791.8
1642;34;68233.9
5037;102;313833.9
8535;323;980381
7201;221;493991
2043;17;21317.6
5186;170;365622.5
8973;493;1152192.1
9514;527;1468752.2
4645;85;194653
3022;85;248193.1
3666;136;405494.8
6912;221;450710.9
1502;51;168262.8
2584;34;16916.8
9076;391;983314.9
7994;306;698288.4
3517;68;136997.9
9468;476;1214613.2
2976;17;61365.8
8927;323;808132.7
5140;170;493787
4058;34;51287.8
5681;136;251406.7
4599;102;316706.7
4708;85;141540.4
6700;153;449811.9
5704;119;312494
2787;68;188332.1
6723;238;714814.3
1768;17;2918
7719;238;533007.1
9428;459;1305813.6
8738;374;939955.4
5492;187;452775.1
6033;136;255852.7
9946;816;2262413.4
1290;17;10305.2
8197;272;710270.6
7954;289;579928.3
3454;102;299948.7
3477;34;91746.4
4018;85;119515.6
6182;119;242726
1313;17;62545.7
9969;867;2117592.3
7413;102;282387
3995;85;205118.2
2003;51;130198.2
4167;68;177217.1
5249;170;451002.8
6159;170;347120.3
749;17;35151.5
7241;136;416233.6
9405;510;1357403.1
5226;136;383042.5
7931;255;418755.9
2521;17;85134.8
7390;153;452992.5
4144;204;431907
4685;136;364967.8
1980;34;96312.1
1439;34;106024.9
4536;102;359217.3
8864;374;860628.5
3540;34;48107.2
7868;289;646584.1
9883;544;1310502.7
5555;102;357917.7
8260;340;823243
3932;51;111234.3
8950;476;1141921.1
4622;68;124275.5
6786;187;408964.9
9342;544;1341231.4
7178;187;459256
4473;119;169811.6
8801;340;911444.8
2309;17;15383.9
5014;102;235875
6637;119;340538
2850;68;189204.2
6245;221;424376.9
4081;136;364198.3
1917;51;233242.8
8409;510;1127852.7
9491;408;908188.5
7327;187;418147.6
5163;153;338576.4
2999;136;221652.7
9099;340;752602.9
6394;255;677188.2
7476;187;361615
8558;357;1086388.8
9640;493;1241471.2
8017;272;566442.5
6935;272;718837.7
4625;153;393809.4
8870;391;987966.1
3036;51;37653
5953;119;309279.2
4602;85;243028.9
1731;17;1635.5
3059;17;43000.4
5930;170;374924.9
7496;306;785002.5
8824;357;903384.6
3251;68;240812
4579;136;446654.5
3082;17;66701
4410;85;196910.2
4556;85;206965
4433;85;339866.2
8847;374;1121232.5
3228;119;204370.7
3105;34;19259.5
211;17;81475.4
1539;17;19402.4
1877;34;84461.8
3205;136;344293.9
311;17;52456.7
3182;102;193740.6
9016;238;594054.1
334;34;77861.2
1831;34;33178.9
2913;85;206263.9
1585;17;35561.9
503;17;63366.5
1808;34;159992.5
1685;17;16016.6
7204;323;827524.1
3374;102;185276.1
457;17;59177
4702;136;504110.5
8532;255;721921.8
2936;34;129520.3
7596;289;668831.2
6268;119;355021.7
4264;102;319528.2
9906;731;1985919.8
8578;340;1029947.8
3328;34;132358.9
8724;340;830048.8
8970;357;914533.8
5638;68;166238.9
4310;85;310112.2
7642;408;1222725.9
4456;68;190367
5784;238;747885.7
6122;221;476001.8
7450;221;643940.9
7350;272;694453.1
4848;170;480944.9
8678;510;1159710
5684;153;408122.1
7012;119;319590.5
3520;136;539558.8
7158;255;491926.8
6076;187;414522.4
5830;204;477888.9
4748;136;375946
4894;51;77359.2
7304;272;878568.8
5976;306;746305.2
7058;153;278606.7
8386;306;714345.3
6222;119;292418.6
1293;34;42515.5
6368;153;326897.1
5538;136;445696.9
8432;204;539209.5
2100;34;82170.4
7934;357;844902.6
6391;136;482102.8
6889;119;326755.4
7742;255;656548.5
4164;102;352702.2
2169;17;30158.3
9239;595;1520540.8
6560;153;299297.7
9806;680;1676445.2
3474;85;267755.5
1101;17;76413.8
5515;102;171784.2
7765;221;615828.5
626;17;58766.6
2790;51;109712.4
4041;51;123768.6
9116;374;1130705.9
4141;85;157426.3
9139;476;1411211.9
2475;119;273625.7
5346;119;273574.4
1977;68;238691.6
1416;17;18923.6
2498;68;183698
2667;17;75575.9
9408;425;827384.9
603;17;39717.2
3849;102;270673.5
726;34;119448.4
2767;34;74526.7
9431;629;1531951.4
1316;34;162010.3
2959;34;123826
8947;340;916198.6
5117;51;84985.8
6789;221;592350.2
895;17;14426.3
8057;272;833253.8
5223;153;274126.5
4725;51;127051.8
8555;306;782813.7
4333;119;361177.7
5415;204;635037.9
6597;102;275700.9
6683;272;626292.5
3351;68;162853.1
9929;833;2159807.3
2269;17;26174
7865;187;448688.2
3543;68;63638.9
6199;170;306901.1
5707;119;366017
7971;306;834165
7473;221;573403.4
5807;153;405967.5
9637;391;1046773
3643;85;179707.6
5309;187;475740.4
8655;306;959337
7573;323;738672.5
9737;714;2060806.8
6491;221;528344.9
7181;119;141271.7
8263;255;595963.2
6099;68;113502.5
3935;68;150011
5017;136;507838.3
9345;306;715508.1
9368;442;1326562
6451;153;400256.1
2206;34;67293.4
9700;612;1506700.8
2538;51;62088.9
5455;119;216084.2
5432;153;459302.4
2229;51;18466.8
3557;68;170736.2
1233;51;120947.1
6428;170;354199.7
2561;85;189163.9
8157;323;899703.2
6497;136;290497.3
6474;170;404251.4
5478;136;442105.9
4954;85;223398.1
8203;323;888451.4
1041;17;70480.1
5624;68;132124.4
9869;714;1503791.4
6952;187;492310.3
3703;34;103135
9508;561;1482060.9
4977;136;414079
6305;187;556794.4
9846;850;1943417.8
8180;255;576161.4
9654;663;1704341.4
9823;714;1768687.5
3749;85;204776.2
2252;34;68815.3
3726;17;85271.6
9677;612;1477955.7
2398;51;54342.6
8349;306;902359.8
9030;357;896442
955;51;72656.7
4204;85;225740.8
6706;221;542623.4
7702;170;554286.8
8034;221;599874.2
3872;119;333800.6
2876;85;222953.5
4785;119;326994.8
3766;68;209741.3
8094;238;693969.4
8426;204;475494.9
7098;119;257774
2083;85;180938.8
4396;102;194441.7
1064;17;52268.6
5392;51;171905.1
3620;34;111428.5
2037;51;156292.8
1456;51;158909.1
3958;51;59831.7
6620;153;295193.7
8286;238;633367
9614;527;1161208.7
5286;68;99771.2
2292;34;138891.1
7948;289;762607.6
6514;153;300272.4
9176;391;967497.4
2684;51;135328.2
4350;119;351601.7
8140;357;758701.5
9222;510;1232829.6
3812;102;364467
1648;51;208977.9
2730;17;49344.5
2621;17;83698.4
3119;68;213605.9
1625;17;40469.6
9285;323;773265.8
6866;170;531851.6
2123;17;70565.6
5040;170;366973.4
8787;510;1436046
9783;714;1978538.7
6059;306;791893.8
9760;476;1124872.4
8764;391;1225279.9
9262;459;1219578.3
5561;153;197244.9
7556;204;584336.4
3142;68;181184.3
2146;51;121648.2
5847;119;312425.6
9093;476;1214579
6039;170;366631.4
4118;85;186325.3
1954;34;86548
5867;187;470901.1
7533;221;647685.8
5369;170;285833.9
7788;255;595706.7
9952;680;1882773.8
3311;68;141016.4
2813;68;58885.1
6016;153;345091.5
3334;102;261901.2
8572;238;625022.2
2644;51;86712.9
8595;340;1075348.3
5890;153;411302.7
4808;102;207129.9
7619;170;483321.8
4287;68;178020.8
3291;51;207644.1
3789;119;428945
7121;170;380670.5
8117;255;751829.7
8615;425;862884.5
3895;85;212437
3397;34;144961.6
7725;238;526150
586;34;124783.6
1668;17;14152.7
6929;221;524121.2
2060;17;32689.1
978;68;164956.4
8011;187;438633.4
4373;119;343940.9
8701;527;1330943.3
9199;510;1384934.1
2707;17;41923.1
4871;102;218433
7035;204;517065
6537;204;556018.8
6643;204;495399.3
2315;51;54017.7
4479;51;158156.7
8807;323;794076.5
3099;85;166472.2
4181;85;312677.2
8509;459;1227427.2
7427;187;603323.5
6345;153;379958.4
5263;153;389619.9
1476;34;84632.8
5621;136;388822.3
2704;136;287179.9
4957;119;266255.6
2040;34;97115.8
5598;255;652718.1
2063;68;193274
2727;51;212722.8
9156;442;983809.6
2086;17;2558.9
4078;34;122971
3583;68;120462.2
5575;170;445941.2
8492;272;826619
4101;102;117799.5
8515;323;1027645.4
3560;68;217333.7
7118;340;832665.1
9697;799;1933808.8
6454;187;366249.1
9033;493;1400022.4
4124;51;175701.3
6116;153;272570.4
8469;391;789674.5
7141;221;424958.3
6477;187;519978.1
6139;204;432505.5
9010;306;781326
7682;221;553259.6
7018;119;420754.1
7659;272;679969.4
4416;153;442339.2
6162;153;325221.3
5080;153;352119.6
6995;221;565930.7
5498;153;294492.6
5103;153;367458.3
6431;238;587402.2
7095;204;397005.9
6185;153;344544.3
7636;204;524965.2
5644;85;207067.6
8177;374;1106509.4
6972;170;369709.4
7513;442;1015513
7951;425;1000317.2
5034;119;299087.6
2627;34;130580.5
8200;289;779040.7
7559;289;696464.8
5936;221;693924.2
3268;51;199761
1004;51;119425.2
9574;527;1317707.9
6657;136;327484.6
3019;85;280529.2
4642;85;275040.1
9966;1088;2598963.5
1207;51;108806.1
3122;85;282307.6
1545;17;9518.6
1794;17;2524.7
1645;17;17641.1
3809;170;420547.7
9471;578;1287080.6
2186;17;5243.6
171;17;48455.3
666;17;63332.3
2581;68;131372
1107;17;50575.7
566;17;50951.9
2455;34;79639.6
8953;306;647757.9
6036;102;280796.7
5372;68;190144.7
8100;357;743140.5
7387;255;660720.9
5395;119;437495
7410;204;431034.9
5160;136;384974.8
8884;442;1089521.8
9425;561;1118754.3
228;17;63332.3
769;17;37973
8618;323;751360.7
6869;221;376257.5
6703;204;541107.6
4539;51;104582.4
9282;391;1047662.2
6846;357;830743.8
4854;51;183823.8
8641;255;494201.1
7244;204;558070.8
3998;68;149993.9
5913;221;586621.7
4831;68;108218.6
6577;153;421887.6
8741;391;963222.4
5495;170;459535.7
8077;323;722290.7
7267;170;413468.3
6013;153;391654.8
9259;459;957640.5
6554;187;495850
5472;102;207677.1
3480;17;14853.8
4021;102;242304.6
6726;204;521853
4562;170;367298.3
8718;221;588844.7
4619;170;265912.4
4868;85;246483.1
7536;357;860361
540;34;153135.4
2604;51;133105.2
7928;238;606007
9551;425;1049086.4
4227;102;293433.6
1914;34;107068
6242;221;568222.1
2996;68;125917.1
1373;34;145286.5
3786;102;202752.3
1622;34;115686.4
9786;595;1655733.4
7871;391;986700.7
3537;34;75604
5701;153;493040.7
3145;102;284592.9
1522;34;102365.5
3686;68;206731.7
5409;102;252667.2
1081;51;141227.7
9494;323;831730.7
9245;425;1136245.1
4327;102;126024.6
2163;68;212323.4
3245;85;207683.2
8412;272;904697.6
3394;51;209593.5
2853;85;275125.6
2312;17;49293.2
689;34;101989.3
9886;561;1370329.5
1771;34;79725.1
1874;68;179440.1
4791;204;387498.3
5787;170;329832.2
878;17;18273.8
6783;119;399550.1
2870;85;109837
8704;340;801679.9
9723;646;1841814.4
1897;34;95970.1
3889;85;240874.3
4768;85;138257.2
2893;68;130602.5
832;17;16444.1
6829;51;191193.9
7825;374;1194728.3
7802;459;1171629.9
6806;272;821642.9
1851;51;116962.8
5810;136;298876.3
8867;238;743012.2
377;34;95867.5
2375;119;407108.3
6288;204;489209.1
8303;272;770787.5
2352;34;82221.7
9182;442;1092018.4
8844;306;726383.7
2916;17;49019.6
8326;391;952466.5
4931;51;112704.9
4390;119;438179
9800;646;1727312.8
7785;238;620388.1
8781;306;859284.9
4453;153;409780.8
3457;68;139682.6
2438;68;157517.9
8389;255;438027.6
6766;255;618552.3
5246;119;344129
4250;68;102507.2
7739;391;877414.6
9660;578;1531986.8
6328;170;405516.8
3411;68;278893.7
918;17;5961.8
2329;102;291672.3
5332;187;445798.3
6265;136;413172.7
5724;119;374344.7
7347;153;470725.2
1937;17;3089
7261;170;443461.7
2933;85;231896.8
2392;34;35145.4
6720;136;331999
1310;68;126566.9
8343;306;764123.4
9863;748;1834903.6
5873;153;313764.3
3709;68;183988.7
3371;51;42321.3
7307;238;571020.4
2979;34;56896.6
1356;51;186611.1
815;34;65070.4
7848;170;378652.7
3912;136;221669.8
2830;68;252132.2
9322;408;814600.2
4994;68;188708.3
8240;153;398494.8
9119;391;971191
6202;204;308940.9
7198;170;383902.4
5206;119;353516.9
463;17;46847.9
2289;17;64666.1
9926;867;2211556.8
7221;153;336319.2
8930;459;1262772.9
6225;85;210761.2
1270;34;91370.2
2266;68;108201.5
3168;119;308800.4
3497;102;165474.3
7911;289;807614.8
8907;306;553502.7
6414;136;217223.8
4493;34;129930.7
1482;34;76612.9
5183;68;139614.2
6892;204;410001.9
7888;289;696157
7433;255;567098.4
2478;68;205278.2
8429;374;932294.6
4187;136;409804
1788;17;75490.4
1960;51;150598.5
3952;102;301846.8
8452;323;918444.8
4516;17;61861.7
1811;17;15332.6
3975;119;398541.2
6680;119;379115.6
8366;374;972787.4
7370;136;357768.7
4038;34;91045.3
3042;51;20005.8
729;34;84649.9
9385;476;1179096.5
3434;85;198791.2
5057;204;695931
1725;34;75398.8
7762;340;957324.1
5747;306;802769.4
9989;1190;2944552.1
1333;17;82501.4
6743;170;326754.2
8993;391;967138.3
5661;68;115229.6
2415;85;130305.7
4665;119;331851.2
6351;102;208241.4
4728;136;313941.4
2023;68;158236.1
9056;476;987679.1
3646;85;320457.7
9597;527;1544453.9
5269;85;239797
400;17;70001.3
7974;306;874418.4
7284;119;413076.2
9448;595;1420745.2
5120;68;174139.1
2956;51;162380.4
1184;17;70582.7
643;17;11279.9
2807;17;80124.5
3348;68;180141.2
3961;51;118946.4
6878;170;508458.8
8206;357;654220.5
2633;51;130112.7
9772;867;2101313.1
6901;238;485605.9
8229;357;766516.2
2610;68;92982.5
1067;34;87830.5
1259;34;87813.4
2587;51;232712.7
5504;85;310368.7
1090;17;1122.5
6832;289;879366.4
1113;34;66028
2441;34;138959.5
5527;153;403163.1
6855;255;837073.2
9626;612;1781121.6
1213;51;112824.6
9703;629;1441919.9
8375;187;590139.4
8352;425;988586.6
7024;119;225711.5
9749;663;1656324.6
8252;272;560235.2
9580;544;1484101.9
8398;289;576405.7
9603;544;1359391.6
9726;714;2023169.7
967;17;30243.8
5627;238;565497.1
9457;374;843819.2
4299;170;373368.8
9872;748;1950414.1
8544;357;804067.8
2295;34;111514
8129;374;878173.1
6563;187;479570.8
5235;221;491545.7
2733;17;6902.3
6755;153;412568.1
5673;119;197582
9918;816;2119902
3669;136;299457.7
2341;51;160619.1
8083;238;636958
7001;204;518843.4
7937;272;774190.4
6609;187;437556.1
6709;289;789659.8
5043;136;361445.2
5381;170;376412.6
2879;68;171710.9
3715;34;81725.8
1551;17;12904.4
2487;34;121209.7
5481;136;251629
4153;102;296836.5
3815;85;195901.3
4253;204;416517
5335;170;525593
4007;68;213605.9
6417;221;500198.3
2925;34;136138
5089;68;166409.9
2779;51;143878.2
4107;153;338012.1
3861;136;319139.8
5189;119;461332.4
2218;34;136120.9
7791;170;447873.5
7293;306;766500.3
4376;17;6919.4
5942;204;486644.1
6440;153;456617.7
4897;136;364882.3
3071;51;108771.9
9165;289;572677.9
844;34;72748.3
5919;187;543952.3
5750;187;316556.5
4445;85;285094.9
7814;357;809898.9
4568;68;246574.7
7124;187;482033.2
9288;391;949730.5
8790;408;1070946.3
2049;51;154292.1
5819;153;376452.9
2026;68;200233.7
2149;51;175273.8
9188;340;1015053.7
7983;170;433885.7
8690;374;1012476.5
7416;255;817784.4
8498;340;1121210.5
8667;391;1129058.2
675;34;67413.1
9849;731;1816116.8
8767;289;799047.7
9480;459;1171715.4
7316;272;582875.6
6540;153;367646.4
6042;153;365372.1
552;17;55637.3
8959;391;1042840
8106;238;538547.5
4774;102;256668.6
4276;85;166455.1
944;34;127810.3
8996;578;1225076
7914;272;673334.6
1926;34;85744.3
4668;85;237061
3400;17;72104.6
5650;204;589278.3
2318;17;8714.9
6732;289;848654.8
7622;204;393962.1
3294;51;83600.7
3300;34;95679.4
1136;68;170890.1
5458;102;278710.5
3692;68;238913.9
1528;51;154206.6
5358;51;141928.8
3194;68;126584
7522;170;447069.8
3002;51;23836.2
1920;102;266398.5
4674;119;298369.4
2510;51;158259.3
3592;119;276395.9
6148;153;347656.5
2902;17;85134.8
5066;170;487733.6
3984;102;333755.4
1820;17;59912.3
3131;34;57478
3463;51;162551.4
6048;119;358920.5
7376;170;487477.1
4459;102;159249.9
6380;119;347138.6
2135;34;56075.8
3440;17;28704.8
7399;255;491088.9
237;34;63941.8
2112;68;128618.9
9082;527;1313244.8
9105;408;1021082.7
4482;153;420314.4
3154;119;249480.5
2962;51;101453.1
6211;221;376206.2
3632;170;484125.5
7877;238;532271.8
4860;68;144248.3
7854;204;485378.7
1657;34;136223.5
6526;170;411758.3
6188;204;524828.4
2985;85;255358
8913;272;725198.9
7831;187;473979.1
260;17;62939
6334;119;351926.6
1734;34;109068.7
7685;289;830460.4
6357;153;433618.2
469;17;70993.1
5129;119;283834.4
9955;816;2496888.6
6125;153;400700.7
1797;34;82016.5
8627;306;610787.7
4797;153;388782
9065;408;994953.9
1903;51;157951.5
8936;340;923979.1
7608;238;689455
5733;204;569220
4737;102;218501.4
5083;238;583777
8000;187;542550.1
4691;153;477941.4
9019;391;1054177.3
277;17;21574.1
4605;119;270086
3609;34;99202
5687;102;195348
7545;187;390667.9
2381;51;47092.2
3217;85;300758.5
715;17;58920.5
8873;323;934877.9
9128;391;852482.8
5879;187;565960
4545;68;172070
7207;204;531514.5
4651;85;235710.1
323;17;37819.1
9520;459;1186421.4
6317;221;619094.6
8481;340;770728.9
7353;187;326919.1
6271;51;184644.6
3025;68;227149.1
1943;34;110966.8
8435;272;463962.2
8289;204;501726.3
3546;102;223734
3048;34;92310.7
4044;51;153112.2
6463;153;378060.3
7768;238;696705.4
3569;51;80061
4067;68;204047
6772;136;287145.7
7270;238;594652.6
9497;442;1112692.3
4236;85;191027.8
5773;102;234301.8
2527;17;68051.9
9211;442;1076183.8
1296;17;51772.7
5541;85;120439
5298;119;203259.2
7462;221;568666.7
798;17;52251.5
3377;119;247035.2
7960;187;431383
5796;170;355396.7
4024;68;75848.3
