member_noSource,Month_Name,region_noSource,gender,Total
1017,Juin,5,0,1794.1
1017,Septembre,5,0,25936
1019,Juin,2,0,72640
1019,Mars,2,0,5016
1020,Août,3,1,44784
1020,Mai,3,1,3089.9
1021,Avril,4,0,2942.5
1021,Juillet,4,0,42640
1021,Juin,4,0,1402.5
1021,Septembre,4,0,20240
1023,Août,4,0,54928
1023,Juin,4,0,4931.3
1023,Mai,4,0,3787.3
1023,Septembre,4,0,71568
1026,Juin,8,1,2733.5
1026,Septembre,8,1,39440
1027,Août,3,0,50080
1027,Avril,3,0,12830.4
1027,Juillet,3,0,186144
1027,Juin,3,0,1577.4
1027,Mai,3,0,3454
1027,Septembre,3,0,22784
1030,Avril,6,1,8129
1030,Juillet,6,1,117920
1031,Août,2,0,29648
1031,Mai,2,0,2049.3
1032,Juin,8,1,1719.3
1032,Septembre,8,1,24848
1033,Juillet,8,0,2933.7
1033,Octobre,8,0,42352
1034,Juin,2,1,250.8
1034,Septembre,2,1,3488
1035,Avril,7,0,2921.6
1035,Juillet,7,0,42336
1036,Juin,8,1,992.2
1036,Septembre,8,1,14272
1038,Août,9,1,45488
1038,Mai,9,1,3138.3
1041,Juin,9,0,65936
1041,Mars,9,0,4544.1
1044,Juin,9,1,70848
1044,Mars,9,1,4881.8
1045,Juin,4,0,1648.9
1045,Septembre,4,0,23824
1047,Juin,5,0,3600.3
1047,Septembre,5,0,52208
1049,Avril,3,0,1401.4
1049,Juillet,3,0,20224
1050,Août,8,1,51040
1050,Avril,8,1,6278.8
1050,Juillet,8,1,94849.2
1050,Mai,8,1,3520
1050,Octobre,8,1,55712
1051,Août,9,0,66976
1051,Juin,9,0,75152
1051,Mai,9,0,4615.6
1051,Mars,9,0,5177.7
1052,Juin,7,1,623.7
1052,Septembre,7,1,8912
1054,Août,2,1,63472
1054,Mai,2,1,4374.7
1055,Août,5,0,73456
1055,Mai,5,0,5061.1
1056,Août,8,1,54864
1056,Mai,8,1,3782.9
1057,Avril,8,0,1971.2
1057,Juillet,8,0,28512
1057,Juin,8,0,3999.6
1057,Septembre,8,0,58016
1058,Juin,3,1,4345
1058,Septembre,3,1,63040
1059,Août,7,0,57552
1059,Mai,7,0,3967.7
1060,Juillet,2,1,5461.5
1060,Octobre,2,1,79280
1061,Avril,6,0,2787.4
1061,Juillet,6,0,40384
1063,Août,7,0,36928
1063,Mai,7,0,2549.8
1064,Avril,8,1,3372.6
1064,Juillet,8,1,48896
1065,Août,4,0,64080
1065,Mai,4,0,4416.5
1066,Août,9,1,74768
1066,Avril,9,1,101.2
1066,Juillet,9,1,4299.6
1066,Juin,9,1,4749.8
1066,Mai,9,1,5151.3
1066,Octobre,9,1,43296
1066,Septembre,9,1,68928
1067,Avril,8,0,5068.8
1067,Juillet,8,0,74169.7
1067,Octobre,8,0,8592
1068,Juin,2,1,762.3
1068,Septembre,2,1,10928
1070,Avril,6,1,3316.5
1070,Juillet,6,1,48080
1070,Juin,6,1,809.6
1070,Septembre,6,1,11616
1071,Août,8,0,61936
1071,Avril,8,0,2602.6
1071,Juillet,8,0,40970.7
1071,Juin,8,0,4754.2
1071,Mai,8,0,4280.1
1071,Octobre,8,0,47472
1071,Septembre,8,0,68992
1072,Juillet,2,1,1915.1
1072,Octobre,2,1,27696
1075,Juin,4,0,2671.9
1075,Septembre,4,0,38704
1076,Avril,6,1,3792.8
1076,Juillet,6,1,54848
1079,Juin,6,0,21616
1079,Mars,6,0,1497.1
1080,Juillet,9,1,2194.5
1080,Octobre,9,1,31760
1081,Août,5,0,56976
1081,Avril,5,0,3117.4
1081,Juillet,5,0,47254.2
1081,Mai,5,0,3928.1
1081,Octobre,5,0,29952
1082,Août,2,1,77328
1082,Avril,2,1,1793
1082,Juillet,2,1,29477.4
1082,Juin,2,1,24161.2
1082,Mai,2,1,5327.3
1082,Mars,2,1,1577.4
1082,Octobre,2,1,51584
1082,Septembre,2,1,19872
1084,Avril,4,1,3110.8
1084,Juillet,4,1,45088
1086,Août,4,1,17440
1086,Juillet,4,1,13989.8
1086,Mai,4,1,1210
1086,Octobre,4,1,203008
1090,Juin,8,1,82.5
1090,Septembre,8,1,1040
1091,Juin,4,0,5424
1091,Mars,4,0,383.9
1093,Août,5,0,41744
1093,Mai,5,0,2880.9
1094,Avril,2,1,3998.5
1094,Juillet,2,1,58000
1094,Juin,2,1,7824
1094,Mars,2,1,548.9
1095,Août,5,0,75776
1095,Mai,5,0,5220.6
1096,Juillet,3,1,3303.3
1096,Octobre,3,1,47888
1097,Juin,9,0,2883.1
1097,Septembre,9,0,41776
1098,Août,4,1,6576
1098,Avril,4,1,3685
1098,Juillet,4,1,53440
1098,Juin,4,1,2631.2
1098,Mai,4,1,463.1
1098,Septembre,4,1,38112
1099,Août,8,0,24256
1099,Juin,8,0,2767.6
1099,Mai,8,0,1678.6
1099,Septembre,8,0,39936
1100,Avril,3,1,4973.1
1100,Juillet,3,1,72176
1101,Juin,3,0,4925.8
1101,Septembre,3,0,71488
1102,Avril,3,1,5012.7
1102,Juillet,3,1,72752
1103,Août,4,0,80256
1103,Mai,4,0,5539.6
1106,Avril,5,1,7515.2
1106,Juillet,5,1,108992
1107,Juin,9,0,47312
1107,Mars,9,0,3263.7
1108,Juin,2,1,33040
1108,Mars,2,1,2282.5
1111,Juin,2,0,6448
1111,Mars,2,0,454.3
1113,Avril,8,0,3546.4
1113,Juillet,8,0,51424
1113,Juin,8,0,10336
1113,Mars,8,0,721.6
1114,Août,3,1,23360
1114,Juin,3,1,1681.9
1114,Mai,3,1,1617
1114,Septembre,3,1,24304
1116,Août,4,1,34320
1116,Avril,4,1,5128.2
1116,Juillet,4,1,74432
1116,Juin,4,1,50080
1116,Mai,4,1,2370.5
1116,Mars,4,1,3454
1119,Août,4,0,3696
1119,Juin,4,0,3997.4
1119,Mai,4,0,265.1
1119,Septembre,4,0,57984
1120,Avril,5,1,4774
1120,Juillet,5,1,69280
1121,Avril,9,0,1476.2
1121,Juillet,9,0,21312
1122,Août,7,1,119664
1122,Mai,7,1,8248.9
1123,Avril,6,0,2455.2
1123,Juillet,6,0,35552
1123,Juin,6,0,4747.6
1123,Septembre,6,0,68896
1125,Avril,9,0,1549.9
1125,Juillet,9,0,24966.8
1125,Octobre,9,0,37408
1126,Juin,3,1,30208
1126,Mars,3,1,2087.8
1128,Avril,8,1,4661.8
1128,Juillet,8,1,67648
1128,Juin,8,1,2911.7
1128,Septembre,8,1,42192
1129,Avril,7,0,251.9
1129,Juillet,7,0,3504
1130,Août,2,1,74768
1130,Mai,2,1,5151.3
1132,Avril,3,1,4810.3
1132,Juillet,3,1,69808
1132,Juin,3,1,2917.2
1132,Septembre,3,1,42272
1133,Avril,2,0,3323.1
1133,Juillet,2,0,48176
1134,Août,2,1,70016
1134,Juin,2,1,3097.6
1134,Mai,2,1,4824.6
1134,Septembre,2,1,44896
1136,Août,2,1,9088
1136,Avril,2,1,3879.7
1136,Juillet,2,1,56272
1136,Juin,2,1,48883.2
1136,Mai,2,1,635.8
1136,Mars,2,1,3139.4
1136,Septembre,2,1,48992
1139,Avril,9,0,4770.7
1139,Juillet,9,0,69232
1142,Août,8,1,30896
1142,Mai,8,1,2135.1
1143,Août,4,0,40496
1143,Juin,4,0,4799.3
1143,Mai,4,0,2795.1
1143,Septembre,4,0,69648
1144,Juin,8,1,19074.5
1144,Mars,8,1,1232
1144,Septembre,8,1,18960
1145,Juin,6,0,4097.5
1145,Septembre,6,0,59440
1148,Août,4,1,63632
1148,Mai,4,1,4385.7
1150,Avril,3,1,2445.3
1150,Juillet,3,1,35408
1151,Août,8,0,5664
1151,Juillet,8,0,3806
1151,Mai,8,0,400.4
1151,Octobre,8,0,55200
1154,Août,8,1,24160
1154,Juin,8,1,3936.9
1154,Mai,8,1,1672
1154,Septembre,8,1,57104
1159,Juin,4,0,2395.8
1159,Septembre,4,0,34688
1160,Août,4,1,49024
1160,Mai,4,1,3381.4
1161,Juin,2,0,2682.9
1161,Septembre,2,0,38864
1162,Juillet,7,1,299.2
1162,Octobre,7,1,4192
1164,Août,2,1,14576
1164,Juin,2,1,3800.5
1164,Mai,2,1,1013.1
1164,Septembre,2,1,55120
1167,Juillet,5,0,4121.7
1167,Octobre,5,0,59792
1168,Août,4,1,35040
1168,Avril,4,1,2164.8
1168,Juillet,4,1,31328
1168,Juin,4,1,2820.4
1168,Mai,4,1,2420
1168,Septembre,4,1,40864
1169,Avril,2,0,1547.7
1169,Juillet,2,0,22352
1169,Juin,2,0,58768
1169,Mars,2,0,4051.3
1171,Juin,9,0,39999
1171,Mars,9,0,2388.1
1171,Septembre,9,0,78720
1173,Août,9,0,25264
1173,Mai,9,0,1747.9
1174,Juillet,8,1,184.8
1174,Octobre,8,1,2528
1175,Juin,3,0,45488
1175,Mars,3,0,3138.3
1177,Juin,2,0,56272
1177,Mars,2,0,3879.7
1178,Juin,3,1,76204.8
1178,Mars,3,1,5046.8
1178,Septembre,3,1,42848
1179,Juin,2,0,3261.5
1179,Septembre,2,0,47280
1181,Août,8,0,8784
1181,Avril,8,0,1843.6
1181,Juillet,8,0,26656
1181,Mai,8,0,614.9
1182,Juin,2,1,1197.9
1182,Septembre,2,1,17264
1183,Août,7,0,55952
1183,Avril,7,0,2698.3
1183,Juillet,7,0,39088
1183,Juin,7,0,5349.3
1183,Mai,7,0,3857.7
1183,Septembre,7,0,77488
1184,Avril,5,1,4550.7
1184,Juillet,5,1,66032
1186,Avril,5,1,1756.7
1186,Juillet,5,1,25392
1188,Août,6,1,14848
1188,Mai,6,1,1031.8
1189,Avril,3,0,4973.1
1189,Juillet,3,0,72016
1190,Juin,9,1,54416
1190,Mars,9,1,3752.1
1191,Juin,5,0,2194.5
1191,Septembre,5,0,31600
1192,Avril,2,1,5080.9
1192,Juillet,2,1,73744
1193,Juin,4,0,4800.4
1193,Septembre,4,0,69664
1195,Août,6,0,73248
1195,Mai,6,0,5046.8
1198,Août,8,1,17072
1198,Avril,8,1,133.1
1198,Juillet,8,1,1776
1198,Juin,8,1,1538.9
1198,Mai,8,1,1184.7
1198,Septembre,8,1,22224
1199,Juin,5,0,143
1199,Septembre,5,0,1920
1200,Août,9,1,30368
1200,Mai,9,1,2098.8
1202,Juin,5,1,3837.9
1202,Septembre,5,1,55664
1203,Août,2,0,14784
1203,Mai,2,0,1027.4
1204,Juin,5,1,1620.3
1204,Septembre,5,1,23408
1205,Août,6,0,26848
1205,Avril,6,0,4147
1205,Juillet,6,0,60160
1205,Mai,6,0,1856.8
1206,Août,5,1,23424
1206,Juin,5,1,3100.9
1206,Mai,5,1,1621.4
1206,Septembre,5,1,44944
1207,Août,8,0,45328
1207,Juin,8,0,20237.1
1207,Mai,8,0,3127.3
1207,Mars,8,0,1217.7
1207,Septembre,8,0,38896
1208,Août,3,1,75360
1208,Avril,3,1,4270.2
1208,Juillet,3,1,61952
1208,Mai,3,1,5192
1209,Août,4,0,26928
1209,Avril,4,0,3780.7
1209,Juillet,4,0,54832
1209,Mai,4,0,1862.3
1212,Juin,7,1,10128
1212,Mars,7,1,707.3
1213,Août,6,0,40528
1213,Avril,6,0,215.6
1213,Juillet,6,0,2976
1213,Juin,6,0,4275.7
1213,Mai,6,0,2797.3
1213,Septembre,6,0,62032
1215,Avril,8,0,42.9
1215,Juillet,8,0,464
1216,Août,3,1,49792
1216,Mai,3,1,3434.2
1219,Juin,7,0,1787.5
1219,Septembre,7,0,25840
1220,Juin,6,1,957
1220,Septembre,6,1,13760
1221,Avril,7,0,2069.1
1221,Juillet,7,0,29776
1222,Août,8,1,68480
1222,Avril,8,1,403.7
1222,Juillet,8,1,8949.3
1222,Juin,8,1,2310
1222,Mai,8,1,4719
1222,Octobre,8,1,46928
1222,Septembre,8,1,33440
1223,Août,2,0,79760
1223,Mai,2,0,5494.5
1224,Août,6,1,46736
1224,Mai,6,1,3224.1
1225,Juillet,2,0,3878.6
1225,Octobre,2,0,56256
1229,Août,7,0,75808
1229,Mai,7,0,5222.8
1231,Avril,2,0,3465
1231,Juillet,2,0,50240
1233,Avril,9,0,121
1233,Juillet,9,0,1600
1233,Juin,9,0,7690.1
1233,Septembre,9,0,111536
1234,Août,6,1,12272
1234,Avril,6,1,6184.2
1234,Juillet,6,1,89632
1234,Juin,6,1,29986.8
1234,Mai,6,1,854.7
1234,Mars,6,1,1964.6
1234,Septembre,6,1,22688
1235,Juin,5,0,2173.6
1235,Septembre,5,0,31456
1237,Août,4,0,142224
1237,Mai,4,0,9810.9
1238,Avril,2,1,5263.5
1238,Juillet,2,1,76400
1239,Juillet,5,0,4691.5
1239,Octobre,5,0,68080
1240,Août,8,1,7728
1240,Juillet,8,1,752.4
1240,Mai,8,1,542.3
1240,Octobre,8,1,10784
1241,Août,8,0,142256
1241,Juin,8,0,7559.2
1241,Mai,8,0,9802.1
1241,Septembre,8,0,109632
1242,Juillet,8,1,1453.1
1242,Octobre,8,1,20976
1244,Juin,7,1,5481.3
1244,Septembre,7,1,79568
1245,Avril,3,0,71.5
1245,Juillet,3,0,880
1246,Août,4,1,54848
1246,Mai,4,1,3781.8
1249,Août,9,0,15200
1249,Mai,9,0,1056
1250,Juin,9,1,4343.9
1250,Septembre,9,1,63024
1251,Juin,3,0,59168
1251,Mars,3,0,4078.8
1252,Avril,7,1,744.7
1252,Juillet,7,1,13688.2
1252,Juin,7,1,3873.1
1252,Octobre,7,1,43712
1252,Septembre,7,1,56176
1254,Août,3,1,1632
1254,Avril,3,1,4282.3
1254,Juillet,3,1,62128
1254,Mai,3,1,123.2
1255,Juillet,4,0,2306.7
1255,Octobre,4,0,33392
1256,Avril,9,1,2350.7
1256,Juillet,9,1,34032
1256,Juin,9,1,5381.2
1256,Septembre,9,1,78112
1257,Août,4,0,28320
1257,Mai,4,0,1958
1258,Août,5,1,62768
1258,Avril,5,1,4535.3
1258,Juillet,5,1,65808
1258,Juin,5,1,4917
1258,Mai,5,1,4326.3
1258,Septembre,5,1,71360
1259,Avril,8,0,316.8
1259,Juillet,8,0,9800.6
1259,Octobre,8,0,77696
1260,Juin,6,1,52393.4
1260,Mars,6,1,3238.4
1260,Septembre,6,1,78944
1261,Juin,3,0,3150.4
1261,Septembre,3,0,45664
1262,Août,6,1,68176
1262,Mai,6,1,4698.1
1264,Juillet,3,1,3027.2
1264,Juin,3,1,20400
1264,Mars,3,1,1413.5
1264,Octobre,3,1,43872
1265,Août,3,0,40672
1265,Mai,3,0,2807.2
1266,Avril,5,1,168.3
1266,Juillet,5,1,7517.4
1266,Juin,5,1,3114.1
1266,Octobre,5,1,75904
1266,Septembre,5,1,45136
1267,Juin,2,0,2600.4
1267,Septembre,2,0,37664
1268,Avril,5,1,3109.7
1268,Juillet,5,1,49799.8
1268,Juin,5,1,1741.3
1268,Octobre,5,1,68608
1268,Septembre,5,1,25168
1269,Août,2,0,44240
1269,Avril,2,0,2649.9
1269,Juillet,2,0,38384
1269,Mai,2,0,3052.5
1270,Avril,2,1,5427.4
1270,Juillet,2,1,78784
1270,Juin,2,1,470.8
1270,Septembre,2,1,6688
1272,Juin,2,1,13616
1272,Mars,2,1,947.1
1273,Juin,8,0,8752
1273,Mars,8,0,612.7
1274,Août,7,1,51424
1274,Avril,7,1,5307.5
1274,Juillet,7,1,76880
1274,Mai,7,1,3546.4
1275,Juin,4,0,54918.4
1275,Mars,4,0,3564
1275,Septembre,4,0,46944
1277,Juillet,4,0,85.8
1277,Octobre,4,0,1088
1278,Août,9,1,28128
1278,Mai,9,1,1944.8
1279,Avril,2,0,1940.4
1279,Juillet,2,0,28064
1279,Juin,2,0,52576
1279,Mars,2,0,3625.6
1281,Avril,6,0,2554.2
1281,Juillet,6,0,36992
1281,Juin,6,0,4592.5
1281,Septembre,6,0,66640
1283,Avril,3,0,4457.2
1283,Juillet,3,0,68592.4
1283,Octobre,3,0,56704
1285,Juillet,7,0,1169.3
1285,Juin,7,0,2611.4
1285,Octobre,7,0,16848
1285,Septembre,7,0,37824
1286,Juin,6,1,2909.5
1286,Septembre,6,1,42160
1287,Août,9,0,215712
1287,Mai,9,0,14863.2
1288,Avril,8,1,5401
1288,Juillet,8,1,78400
1288,Juin,8,1,2281.4
1288,Septembre,8,1,33024
1289,Août,3,0,34800
1289,Juin,3,0,16288
1289,Mai,3,0,2403.5
1289,Mars,3,0,1130.8
1290,Avril,9,1,673.2
1290,Juillet,9,1,9632
1291,Juin,9,0,2572.9
1291,Septembre,9,0,37264
1292,Avril,4,1,727.1
1292,Juillet,4,1,10416
1292,Juin,4,1,3683.9
1292,Septembre,4,1,53424
1293,Avril,7,0,2755.5
1293,Juillet,7,0,39760
1294,Août,4,1,77712
1294,Juin,4,1,2619.1
1294,Mai,4,1,5364.7
1294,Septembre,4,1,37936
1296,Juin,6,1,48432
1296,Mars,6,1,3340.7
1297,Août,2,0,4896
1297,Avril,2,0,5399.9
1297,Juillet,2,0,78384
1297,Mai,2,0,347.6
1298,Avril,9,1,3932.5
1298,Juillet,9,1,57040
1298,Juin,9,1,55568.3
1298,Mars,9,1,3559.6
1298,Septembre,9,1,57328
1299,Août,5,0,5168
1299,Avril,5,0,3130.6
1299,Juillet,5,0,45376
1299,Juin,5,0,74088.4
1299,Mai,5,0,366.3
1299,Mars,5,0,4792.7
1299,Septembre,5,0,65824
1300,Juin,3,1,1874.4
1300,Septembre,3,1,27104
1301,Avril,4,0,943.8
1301,Juillet,4,0,13568
1303,Avril,7,0,1716
1303,Juillet,7,0,24640
1303,Juin,7,0,3572.8
1303,Septembre,7,0,51808
1304,Août,8,1,45152
1304,Mai,8,1,3115.2
1305,Juin,6,0,4130.5
1305,Septembre,6,0,59920
1307,Juin,7,0,3621.2
1307,Septembre,7,0,52512
1308,Août,3,1,34032
1308,Mai,3,1,2350.7
1309,Juin,6,0,5899.3
1309,Septembre,6,0,85488
1310,Août,2,1,102512
1310,Avril,2,1,441.1
1310,Juillet,2,1,6256
1310,Juin,2,1,9616
1310,Mai,2,1,7069.7
1310,Mars,2,1,672.1
1313,Août,2,0,58512
1313,Mai,2,0,4033.7
1315,Avril,3,0,3113
1315,Juillet,3,0,45120
1316,Août,5,1,74160
1316,Avril,5,1,5332.8
1316,Juillet,5,1,77408
1316,Mai,5,1,5109.5
1317,Avril,4,0,540.1
1317,Juillet,4,0,10339.3
1317,Juin,4,0,12314
1317,Mars,4,0,484
1317,Octobre,4,0,38288
1317,Septembre,4,0,78880
1320,Avril,7,1,1541.1
1320,Juillet,7,1,22256
1321,Avril,4,0,3168
1321,Juillet,4,0,45920
1321,Juin,4,0,4042.5
1321,Septembre,4,0,58640
1322,Août,9,1,6672
1322,Juin,9,1,77107.2
1322,Mai,9,1,469.7
1322,Mars,9,1,5066.6
1322,Septembre,9,1,54112
1323,Avril,3,0,4199.8
1323,Juillet,3,0,60928
1324,Juin,8,1,6635.2
1324,Septembre,8,1,96192
1325,Août,6,0,44208
1325,Mai,6,0,3050.3
1326,Avril,8,1,2197.8
1326,Juillet,8,1,31808
1326,Juin,8,1,65856
1326,Mars,8,1,4538.6
1327,Août,7,0,55648
1327,Mai,7,0,3836.8
1328,Août,8,1,15904
1328,Mai,8,1,1104.4
1329,Août,9,0,97536
1329,Mai,9,0,6727.6
1330,Avril,5,1,2455.2
1330,Juillet,5,1,35552
1331,Juillet,6,0,949.3
1331,Octobre,6,0,13648
1332,Juillet,7,1,649
1332,Octobre,7,1,9280
1333,Juillet,7,0,5317.4
1333,Octobre,7,0,77184
1335,Avril,6,0,787.6
1335,Juillet,6,0,11296
1336,Juin,4,1,888.8
1336,Septembre,4,1,12768
1337,Août,5,0,44336
1337,Avril,5,0,3906.1
1337,Juillet,5,0,56496
1337,Juin,5,0,795.3
1337,Mai,5,0,3059.1
1337,Septembre,5,0,11408
1339,Août,7,0,73536
1339,Mai,7,0,5066.6
1340,Juin,8,1,80099.5
1340,Mars,8,1,5195.3
1340,Septembre,8,1,68080
1341,Juillet,3,0,4568.3
1341,Octobre,3,0,66288
1342,Avril,3,1,4056.8
1342,Juillet,3,1,58848
1343,Avril,4,0,2497
1343,Juillet,4,0,36160
1344,Août,5,1,53504
1344,Mai,5,1,3689.4
1345,Août,9,0,3888
1345,Juin,9,0,51094.3
1345,Mai,9,0,278.3
1345,Mars,9,0,3165.8
1345,Septembre,9,0,75408
1346,Août,2,1,15696
1346,Mai,2,1,1090.1
1347,Juin,2,0,7530.6
1347,Septembre,2,0,109216
1348,Avril,6,1,2434.3
1348,Juillet,6,1,35248
1349,Avril,7,0,3093.2
1349,Juillet,7,0,44832
1349,Juin,7,0,2443.1
1349,Septembre,7,0,35376
1350,Août,6,1,7888
1350,Mai,6,1,553.3
1352,Avril,6,1,2984.3
1352,Juillet,6,1,43248
1352,Juin,6,1,994.4
1352,Septembre,6,1,14304
1353,Juin,7,0,3549.7
1353,Septembre,7,0,51472
1356,Août,7,1,61280
1356,Avril,7,1,7811.1
1356,Juillet,7,1,113296
1356,Mai,7,1,4224
1357,Avril,2,0,8857.2
1357,Juillet,2,0,128352
1358,Juillet,3,1,4856.5
1358,Octobre,3,1,70480
1360,Avril,8,1,1772.1
1360,Juillet,8,1,25616
1361,Juin,7,0,6656
1361,Mars,7,0,468.6
1362,Avril,8,1,1355.2
1362,Juillet,8,1,19552
1363,Avril,7,0,1758.9
1363,Juillet,7,0,25424
1363,Juin,7,0,576
1363,Mars,7,0,50.6
1364,Août,4,1,55696
1364,Mai,4,1,3840.1
1365,Juin,6,0,4952.2
1365,Septembre,6,0,71872
1366,Juin,5,1,2185.7
1366,Septembre,5,1,31632
1367,Août,4,0,89392
1367,Juin,4,0,5372.4
1367,Mai,4,0,6167.7
1367,Septembre,4,0,77984
1368,Juin,4,1,89840
1368,Mars,4,1,6198.5
1370,Avril,9,1,5940
1370,Juillet,9,1,86080
1371,Août,9,0,73872
1371,Juillet,9,0,3905
1371,Juin,9,0,537.9
1371,Mai,9,0,5089.7
1371,Octobre,9,0,56640
1371,Septembre,9,0,7664
1372,Août,4,1,50384
1372,Avril,4,1,2006.4
1372,Juillet,4,1,28864
1372,Mai,4,1,3485.9
1373,Août,6,0,67376
1373,Juin,6,0,4723.4
1373,Mai,6,0,4643.1
1373,Septembre,6,0,68544
1374,Juillet,2,1,258.5
1374,Octobre,2,1,3600
1375,Avril,9,0,4941.2
1375,Juillet,9,0,71712
1375,Juin,9,0,44178.3
1375,Mars,9,0,2917.2
1375,Septembre,9,0,27568
1376,Juillet,3,1,5366.9
1376,Juin,3,1,5174.4
1376,Octobre,3,1,77904
1376,Septembre,3,1,75104
1377,Août,2,0,76624
1377,Juillet,2,0,5853.1
1377,Juin,2,0,24608
1377,Mai,2,0,5278.9
1377,Mars,2,0,1702.8
1377,Octobre,2,0,84816
1378,Juillet,2,1,2715.9
1378,Octobre,2,1,39344
1379,Août,9,0,143408
1379,Avril,9,0,5157.9
1379,Juillet,9,0,74864
1379,Mai,9,0,9892.3
1381,Août,4,0,78192
1381,Mai,4,0,5386.7
1382,Août,2,1,52768
1382,Mai,2,1,3638.8
1385,Août,8,0,55760
1385,Juin,8,0,56169.7
1385,Mai,8,0,3844.5
1385,Mars,8,0,3516.7
1385,Septembre,8,0,75152
1386,Juin,5,1,4258.1
1386,Septembre,5,1,61776
1387,Avril,9,0,476.3
1387,Juillet,9,0,6768
1387,Juin,9,0,21845.9
1387,Mars,9,0,1243
1387,Septembre,9,0,56944
1388,Juin,3,1,3209.8
1388,Septembre,3,1,46528
1389,Juin,4,0,1413.5
1389,Septembre,4,0,20400
1390,Avril,4,1,5043.5
1390,Juillet,4,1,73200
1390,Juin,4,1,876.7
1390,Septembre,4,1,12592
1391,Juillet,6,0,5027
1391,Octobre,6,0,72960
1394,Juin,7,1,3095.4
1394,Septembre,7,1,44864
1395,Août,3,0,79216
1395,Avril,3,0,8352.3
1395,Juillet,3,0,121168
1395,Mai,3,0,5457.1
1397,Août,6,0,7648
1397,Avril,6,0,240.9
1397,Juillet,6,0,3344
1397,Mai,6,0,536.8
1398,Août,8,1,9328
1398,Juin,8,1,2173.6
1398,Mai,8,1,652.3
1398,Septembre,8,1,31456
1399,Juin,5,0,2671.9
1399,Septembre,5,0,38704
1401,Juin,2,0,2194.5
1401,Septembre,2,0,31760
1402,Avril,2,1,253
1402,Juillet,2,1,3520
1402,Juin,2,1,69760
1402,Mars,2,1,4807
1403,Juin,5,0,3835.7
1403,Septembre,5,0,55472
1404,Avril,6,1,760.1
1404,Juillet,6,1,11210.6
1404,Juin,6,1,38384
1404,Mars,6,1,2649.9
1404,Octobre,6,1,4416
1406,Juin,7,1,1883.2
1406,Septembre,7,1,27232
1407,Juin,8,0,1951.4
1407,Septembre,8,0,28224
1409,Avril,5,0,5836.6
1409,Juillet,5,0,88152.1
1409,Octobre,5,0,51856
1411,Avril,9,0,4956.6
1411,Juillet,9,0,71776
1412,Avril,2,1,3655.3
1412,Juillet,2,1,53008
1413,Avril,2,0,238.7
1413,Juillet,2,0,3312
1413,Juin,2,0,2780.8
1413,Septembre,2,0,40288
1415,Août,8,0,75104
1415,Juin,8,0,583
1415,Mai,8,0,5174.4
1415,Septembre,8,0,8320
1416,Juin,6,1,1227.6
1416,Septembre,6,1,17696
1418,Août,4,1,43728
1418,Avril,4,1,557.7
1418,Juillet,4,1,7952
1418,Juin,4,1,4672.8
1418,Mai,4,1,3017.3
1418,Septembre,4,1,67648
1420,Août,7,1,69520
1420,Mai,7,1,4790.5
1421,Juin,4,0,5244.8
1421,Septembre,4,0,75968
1422,Juin,9,1,66000
1422,Mars,9,1,4559.5
1423,Avril,9,0,2887.5
1423,Juillet,9,0,41840
1424,Avril,7,1,1690.7
1424,Juillet,7,1,24432
1425,Août,5,0,90480
1425,Avril,5,0,2622.4
1425,Juillet,5,0,44692.9
1425,Mai,5,0,6242.5
1425,Octobre,5,0,97264
1426,Août,4,1,39744
1426,Juillet,4,1,3732.3
1426,Mai,4,1,2743.4
1426,Octobre,4,1,54128
1427,Avril,6,0,3160.3
1427,Juillet,6,0,45808
1430,Août,8,1,79536
1430,Juillet,8,1,5047.9
1430,Mai,8,1,5479.1
1430,Octobre,8,1,73104
1431,Avril,8,0,3865.4
1431,Juillet,8,0,55904
1431,Juin,8,0,2195.6
1431,Septembre,8,0,31776
1433,Juin,7,0,542.3
1433,Septembre,7,0,7728
1435,Août,9,0,65856
1435,Juin,9,0,5410.9
1435,Mai,9,0,4549.6
1435,Septembre,9,0,78544
1436,Juillet,4,1,74.8
1436,Octobre,4,1,928
1437,Avril,7,0,3210.9
1437,Juillet,7,0,46544
1437,Juin,7,0,3270.3
1437,Septembre,7,0,47408
1438,Juin,6,1,5329.5
1438,Septembre,6,1,77200
1439,Août,2,0,65280
1439,Avril,2,0,2341.9
1439,Juillet,2,0,33904
1439,Mai,2,0,4499
1440,Avril,7,1,1579.6
1440,Juillet,7,1,22816
1440,Juin,7,1,2465.1
1440,Septembre,7,1,35696
1441,Avril,3,0,3843.4
1441,Juillet,3,0,55744
1442,Août,9,1,54960
1442,Mai,9,1,3789.5
1444,Août,5,1,55792
1444,Juin,5,1,29280
1444,Mai,5,1,3846.7
1444,Mars,5,1,2024
1445,Août,4,0,22784
1445,Avril,4,0,1147.3
1445,Juillet,4,0,16528
1445,Mai,4,0,1577.4
1446,Août,9,1,7584
1446,Mai,9,1,532.4
1447,Août,9,0,112144
1447,Mai,9,0,7731.9
1448,Août,6,1,106336
1448,Mai,6,1,7343.6
1449,Août,3,0,76384
1449,Avril,3,0,3106.4
1449,Juillet,3,0,45024
1449,Juin,3,0,27952
1449,Mai,3,0,5273.4
1449,Mars,3,0,1932.7
1450,Août,9,1,19504
1450,Juin,9,1,15021.6
1450,Mai,9,1,1351.9
1450,Mars,9,1,894.3
1450,Septembre,9,1,31456
