id,member_noSource,total
21370,6022,262516.80
21371,8296,817703.80
21372,7413,282387.00
21373,1614,141079.90
21374,1946,125074.30
21375,7438,679058.20
21376,7917,1004457.80
21377,4189,270981.30
21378,4120,408857.40
21379,4114,251048.80
21381,4118,186325.30
21382,6663,543330.60
21384,5996,668255.90
21385,3989,364779.70
21386,9458,1510440.80
21387,8602,907249.20
21388,663,44129.00
21389,9418,878361.20
21390,4106,315834.60
21391,9464,1382882.10
21392,8559,553926.50
21393,6069,479942.10
21394,9416,1088587.40
21395,4101,117799.50
21396,6058,329457.20
21397,1948,155522.10
21398,1239,72771.50
21399,6072,382602.80
21400,9468,1214613.20
21402,6678,500575.70
21403,6699,335767.10
21404,4100,35549.70
21405,6675,572250.40
21406,2914,260043.40
21407,4001,146238.00
21408,763,34450.40
21409,6733,497426.90
21410,8859,868544.60
21411,6466,593296.80
21412,8361,717458.70
21413,8280,823785.30
21414,2014,261725.30
21415,6456,422388.40
21416,6950,483321.80
21417,8862,1297798.60
21418,5918,406241.10
21419,1593,290691.50
21420,6740,505003.40
21421,5432,459302.40
21422,8398,576405.70
21423,8852,1028941.40
21424,8278,727055.50
21425,6946,215417.30
21426,2235,248784.30
21428,2023,158236.10
21429,8392,800340.00
21430,5910,667196.90
21431,8595,1075348.30
21432,8635,907111.20
21433,2232,128601.80
21434,5413,285647.00
21435,5459,379815.50
21436,1736,85167.80
21437,5412,359638.70
21438,6451,400256.10
21440,5451,196123.60
21441,5928,163753.30
21442,825,90395.50
21443,6939,285309.90
21444,8616,553293.80
21445,5409,252667.20
21446,5408,228522.00
21447,2002,29696.60
21448,2229,18466.80
21449,6448,528343.70
21450,6704,563696.70
21451,5942,486644.10
21452,5465,320695.90
21453,8265,583250.60
21454,6445,355071.80
21455,8163,850962.10
21456,1727,131201.00
21457,1981,117264.50
21458,5945,203344.70
21459,6433,322480.40
21460,6013,391654.80
21461,5946,382865.40
21462,6017,328607.10
21463,2221,34433.30
21465,5952,685002.90
21466,8162,508566.30
21468,1473,105084.40
21469,6437,713502.50
21471,1999,77303.00
21472,889,56133.20
21473,1700,170058.30
21474,1582,160944.00
21475,1768,2918.00
21476,5915,307381.10
21477,5418,179063.90
21478,9933,1784202.10
21479,823,92037.10
21480,9991,3812981.80
21482,9927,1468293.00
21484,8147,559244.60
21485,5501,479337.50
21486,9942,2177144.30
21487,9930,1845095.20
21488,1464,137420.50
21489,6398,646054.00
21490,8820,838146.90
21491,1598,56691.40
21492,9922,1544195.00
21493,6427,306792.40
21494,9926,2211556.80
21495,8593,432015.70
21496,6712,535481.70
21497,2911,159929.00
21499,2775,338087.80
21500,4286,298728.50
21501,2206,67293.40
21502,9968,2218857.30
21503,9987,3449983.00
21504,641,35373.80
21505,9925,1302728.30
21506,5490,438547.90
21507,9893,2051427.50
21508,2214,89318.20
21509,8169,694414.00
21510,608,71967.80
21511,8575,937453.90
21512,6763,478790.30
21514,1945,107780.10
21515,8287,930385.50
21516,6409,295153.40
21517,5507,422298.00
21518,1704,106914.10
21519,1755,203049.10
21520,5506,563115.30
21521,6926,353430.20
21522,8416,778817.20
21523,8884,1089521.80
21524,750,71175.10
21525,5476,305624.70
21526,6025,346227.40
21527,6925,757608.30
21528,2779,143878.20
21529,8824,903384.60
21530,6420,327319.70
21531,6401,421733.70
21533,5370,496306.80
21534,1715,9655.40
21535,2277,193434.00
21536,1986,148751.70
21537,5381,376412.60
21538,6393,273972.60
21539,8376,666676.60
21540,8290,962043.70
21542,5971,454222.50
21543,6504,648421.10
21544,5508,255460.60
21545,6561,959804.80
21546,2255,83521.30
21547,8297,871538.30
21548,9495,1398146.30
21549,7722,374862.60
21550,6446,394023.20
21551,3236,227017.20
21552,8390,924321.10
21553,8366,972787.40
21554,8389,438027.60
21555,8387,814756.50
21556,3305,130375.30
21557,7760,304894.30
21558,9861,1747080.40
21559,7761,814715.00
21560,3298,202490.90
21561,1717,85470.70
21563,3204,271756.90
21565,3208,252752.70
21566,3422,49577.80
21567,9817,1335559.10
21568,8404,841621.80
21569,3419,94106.20
21570,3418,183755.40
21571,7719,533007.10
21572,6505,535839.60
21573,3415,292309.90
21574,7720,464647.40
21575,1081,141227.70
21576,3211,152347.60
21577,6452,403659.00
21578,3400,72104.60
21580,3414,139539.70
21581,3192,40685.80
21583,3284,95935.90
21584,1093,44624.90
21585,7752,623254.80
21586,7779,518792.10
21587,3325,184393.00
21588,6486,891899.50
21589,1726,186183.60
21590,9848,1523253.60
21591,3108,172275.20
21592,7717,575027.90
21593,1694,100689.70
21594,8430,754900.40
21595,7671,692833.50
21596,6574,439779.10
21597,3321,45918.40
21598,3330,201140.00
21599,7747,533241.60
21600,6482,277199.60
21601,9875,1603484.40
21602,1707,61280.30
21603,3261,38240.50
21604,3251,240812.00
21605,7754,688178.60
21606,1735,58133.90
21607,7768,696705.40
21608,6476,343917.70
21609,3346,131435.50
21611,3343,284421.90
21613,6533,258793.90
21614,3339,29929.90
21616,8403,681501.10
21617,7734,398704.90
21618,3361,153487.20
21619,6625,583275.00
21621,8314,539065.40
21622,1186,27148.70
21623,3023,134774.90
21624,3769,121261.00
21625,104,71711.30
21627,1184,70582.70
21628,7857,763193.90
21629,704,54081.20
21630,1202,59501.90
21631,1863,40446.40
21632,3009,69379.60
21633,3782,273802.80
21634,6237,734073.80
21635,3786,202752.30
21636,3897,364409.60
21637,3898,146516.50
21638,1875,119761.10
21639,7517,251453.10
21640,3907,260898.40
21641,6639,326698.00
21642,7544,258047.60
21643,6247,681931.00
21644,6198,400102.20
21645,9620,1031306.10
21646,7562,327627.50
21647,7563,455294.90
21648,1191,33794.50
21649,3016,131172.90
21650,2976,61365.80
21652,6207,240213.50
21653,9611,1354650.00
21654,3383,143861.10
21655,3220,212796.10
21656,9833,1552390.80
21657,3223,133812.40
21658,3394,209593.50
21659,7733,461934.60
21660,6457,471163.70
21661,1738,187089.90
21662,1106,116507.20
21663,3368,87437.20
21664,3227,330187.60
21665,3365,87083.00
21666,3364,190367.00
21667,9844,1538420.10
21668,9839,1997656.50
21669,1675,121021.60
21670,3389,145081.30
21671,3213,18774.60
21672,2992,98477.70
21673,3825,45935.50
21674,7548,527660.90
21675,3823,368154.50
21676,8310,334699.60
21677,9359,1552978.30
21678,3215,168849.10
21679,8496,574942.40
21680,7866,379141.30
21681,6631,335624.20
21683,3930,188343.10
21684,3597,348996.40
21685,9723,1841814.40
21686,3812,364467.00
21687,2891,81503.50
21688,3137,99822.50
21689,1776,81007.60
21690,4069,243490.60
21691,6703,541107.60
21692,6078,217400.90
21693,1954,86548.00
21694,9473,1231917.20
21695,7936,814864.00
21696,4079,269271.30
21698,1010,120109.20
21699,8552,811746.90
21700,8550,468689.10
21701,4212,160482.30
21702,6085,648187.80
21703,6093,730072.40
21704,7401,699732.10
21705,672,80210.00
21706,2804,212277.00
21707,7508,535430.40
21708,6629,355088.90
21709,7889,596836.50
21710,2877,85139.70
21711,1962,155722.40
21712,7941,294458.40
21713,6086,228671.00
21714,1235,33629.60
21716,4061,135008.20
21717,4223,173654.20
21718,4059,12282.70
21719,7453,300028.10
21721,9483,1495832.50
21722,3170,148882.40
21723,9407,1240849.50
21724,2803,200154.30
21725,2802,106435.30
21726,2800,231321.50
21727,7908,715793.90
21728,2884,102399.70
21729,4236,191027.80
21730,9492,1491467.10
21731,8542,460509.20
21732,4239,115298.00
21733,7905,350796.80
21734,1622,115686.40
21735,9494,831730.70
21736,4034,122787.80
21737,2797,167766.90
21738,9496,917367.50
21739,6106,514950.70
21740,1917,233242.80
21741,4241,224982.30
21742,9499,1018476.20
21743,1914,107068.00
21744,238,28961.30
21745,7395,623010.50
21748,6087,487738.50
21749,2897,88069.90
21750,7465,718934.20
21751,1972,12100.70
21752,2903,43342.40
21753,5998,58019.10
21754,9504,1296008.00
21755,1909,81281.20
21756,7945,845661.10
21757,3171,172964.10
21759,6416,428186.50
21760,1788,75490.40
21762,8436,887841.90
21763,6353,679639.60
21764,3119,213605.90
21765,7821,603373.60
21766,3563,179434.00
21767,7666,733726.90
21768,3566,79992.60
21769,8344,821893.30
21770,6358,487107.00
21772,6355,683457.80
21773,9729,1037640.40
21774,1789,80483.60
21775,1659,65326.90
21776,7827,494298.80
21777,1780,84006.20
21778,7676,653431.40
21779,1774,111052.30
21780,7814,809898.90
21781,3153,60094.30
21782,1681,180010.50
21783,741,54064.10
21785,9768,1184277.80
21786,8422,617475.00
21787,736,21226.00
21788,6575,639860.10
21789,9749,1656324.60
21790,3128,193889.60
21791,6387,504895.90
21792,3431,18735.50
21793,7689,746605.70
21794,755,74618.30
21795,6422,646841.80
21796,9775,1306934.90
21797,9776,1234297.80
21798,1763,81201.80
21799,9779,1482315.00
21800,3163,184769.20
21802,8354,890319.00
21803,3494,228363.20
21804,6555,458451.10
21805,3169,312705.30
21806,7802,1171629.90
21807,3475,75467.20
21808,3476,188178.20
21809,9784,2049354.70
21810,3546,223734.00
21811,6426,248453.30
21812,3189,186182.40
21816,7798,870108.00
21817,6438,240976.90
21818,3449,97030.30
21819,6439,410744.50
21820,8409,1127852.70
21822,1120,74054.00
21823,9808,1581855.30
21824,3441,196192.00
21825,9813,1471605.50
21827,7712,495004.80
21828,8284,1086194.60
21829,5468,304046.60
21830,2224,252622.00
21831,9343,886768.30
21832,9379,1226280.30
21833,4274,196442.40
21834,4277,396665.10
21835,1260,134575.80
21836,4282,78926.30
21837,9372,1057306.60
21838,4291,131947.30
21839,1262,72874.10
21840,4294,234808.70
21841,9382,1425130.10
21842,2772,278060.70
21843,2786,121522.40
21844,9406,1095969.70
21845,9302,815047.20
21846,2717,76264.80
21847,2718,105135.70
21848,9295,826764.40
21849,4482,420314.40
21851,9289,1064395.80
21852,7312,718187.90
21853,7318,451590.30
21854,4256,304337.30
21855,9300,1131007.60
21856,7981,783959.40
21857,1296,51772.70
21858,4449,314146.60
21859,9307,948537.20
21860,4455,232983.90
21861,4457,135401.50
21862,4441,187534.50
21863,4480,240857.20
21864,4219,86969.40
21865,7943,626115.40
21866,4368,239141.10
21867,4369,154422.80
21868,7964,728259.80
21869,4297,67259.20
21870,7962,567395.20
21871,4332,187282.90
21872,4308,386748.30
21873,4311,275489.60
21874,4312,332165.10
21875,7961,769093.40
21876,7372,170029.00
21877,9357,1433770.50
21878,4325,223864.70
21879,2745,45268.60
21880,7361,491683.70
21881,4358,138771.40
21882,4356,240588.50
21883,4230,213058.70
21884,9398,1034671.10
21885,4242,286484.90
21888,4250,102507.20
21889,9404,990165.90
21890,7391,356166.20
21891,9342,1341231.40
21893,9365,1376783.50
21895,4346,200826.10
21896,2753,86712.90
21897,4259,60607.30
21898,7988,645041.40
21899,4475,104650.80
21900,4474,305323.00
21901,7464,374942.00
21902,4026,359057.30
21903,9500,1757694.60
21904,7461,694647.30
21905,9493,1674046.30
21906,4047,370987.00
21907,2908,446517.70
21908,1224,49960.10
21909,9509,918152.90
21910,7474,701224.70
21911,3985,241511.90
21912,3986,369163.40
21913,7899,724931.40
21914,2905,125267.30
21917,3970,229998.70
21918,9557,1222860.30
21919,3927,369225.70
21920,3902,287910.30
21921,3906,409673.30
21922,2950,199806.20
21923,7885,452871.60
21924,9520,1186421.40
21925,9568,1022381.10
21926,3919,233253.80
21927,2948,270393.80
21929,1213,112824.60
21930,3937,241028.20
21931,9491,908188.50
21932,9566,955163.40
21933,3990,175353.20
21935,9517,1242692.60
21936,4398,114847.30
21938,7351,949240.70
21939,999,14922.20
21940,4386,173078.90
21941,4387,329360.70
21942,4400,68028.70
21943,2740,210910.20
21944,4395,262089.30
21945,1281,110778.70
21946,7345,739113.40
21947,7353,326919.10
21948,7333,497155.70
21949,2713,139227.00
21950,2737,301435.20
21951,9356,965160.80
21952,2728,33834.80
21953,9318,1023711.20
21954,3995,205118.20
21956,2913,206263.90
21959,9412,1273139.20
21960,2735,295924.10
21961,4215,102945.70
21962,7341,314568.00
21963,4407,333800.60
21964,4409,320171.90
21965,4415,712017.20
21966,4418,84894.20
21967,1286,45069.50
21968,4405,356361.60
21969,1030,126049.00
21970,4328,263440.20
21971,9352,1569549.40
21972,3436,216878.10
21973,9805,2117748.60
21974,3183,159473.40
21975,7708,396351.20
21976,9830,1474521.00
21977,9849,1816116.80
21979,9845,2232417.60
21980,9838,1791624.70
21981,7783,896079.20
21982,3378,169049.40
21983,3379,359102.50
21984,3219,114934.00
21985,3435,73392.00
21986,7715,559718.50
21987,3432,280010.10
21988,3428,172200.70
21989,3274,197132.50
21990,3282,72543.10
21991,3270,182341.00
21992,7769,669715.50
21993,3269,191997.60
21994,7774,671420.60
21995,3387,232871.50
21996,7764,674304.40
21997,3258,144391.20
21998,3456,72201.10
21999,3349,143826.90
22000,7739,877414.60
22001,3196,73466.50
22002,1079,23113.10
22003,3299,285294.00
22004,3275,574390.30
22005,3216,105443.50
22006,3397,144961.60
22007,9650,1792424.70
22009,3758,118062.10
22010,9642,1259488.50
22011,9639,1874547.50
22012,3773,89899.60
22013,3774,244123.30
22014,3780,229793.50
22015,1188,15879.80
22016,3017,178112.40
22017,3738,191404.00
22018,2993,12282.70
22020,3032,353198.10
22021,3037,103066.60
22022,7858,579702.30
22023,3821,220029.40
22024,1070,63822.10
22025,3116,391084.40
22026,9738,1512959.40
22027,7559,696464.80
22028,9618,938495.80
22029,1195,78294.80
22030,3214,263822.50
22031,7556,584336.40
22032,3002,23836.20
22033,7865,448688.20
22034,2997,87961.20
22037,7565,558075.70
22039,3302,110304.80
22040,7758,663919.80
22041,3240,167959.90
22042,1123,111650.80
22043,7800,234695.10
22045,3468,340514.80
22046,7699,868005.90
22047,7698,633053.10
22048,3481,230415.20
22049,7697,714008.20
22050,3461,179713.70
22051,7686,710497.80
22052,7683,565337.10
22053,7672,701498.30
22055,3464,221198.30
22056,3486,191540.80
22057,3515,32056.40
22058,3491,32871.10
22060,3887,391227.30
22061,3882,206503.30
22062,9786,1655733.40
22063,3493,248500.90
22064,7695,364134.80
22065,3553,123677.00
22066,3496,412033.10
22068,7808,674349.60
22070,3505,253801.90
22071,7687,313035.10
22072,3157,194094.80
22073,7807,867127.70
22074,3131,57478.00
22075,7670,583069.80
22076,3557,170736.20
22077,9754,1568122.80
22078,3573,242481.70
22079,3459,287316.70
22080,3310,139682.60
22083,9757,1700118.90
22084,7780,858721.80
22085,7748,798578.70
22086,3337,327479.70
22087,3340,252012.50
22088,9851,2223447.40
22089,3344,266552.40
22090,3257,147593.80
22091,3329,67150.50
22092,4331,156868.10
22093,7677,973517.80
22094,3531,494488.10
22095,3558,236935.20
22097,3125,49971.10
22098,3568,232266.90
22099,9741,1068973.70
22100,9752,1713244.40
22102,1076,58640.80
22104,9770,2037190.50
22105,3522,172337.50
22106,7812,811673.60
22107,7680,644698.20
22108,3151,201573.60
22110,3939,196014.90
22111,7892,460269.80
22112,1220,14717.00
22113,6180,220803.80
22114,1531,105135.70
22115,5690,131463.60
22116,2131,53192.00
22117,1862,101983.20
22118,1860,263600.20
22119,6203,384188.20
22120,1864,40982.60
22121,6133,571374.60
22123,1856,5038.40
22124,5685,298989.90
22125,2133,176334.00
22126,8508,630087.50
22127,5724,374344.70
22128,5719,319766.40
22129,8302,663844.10
22130,2126,253670.00
22131,577,695.00
22132,5715,349873.40
22133,6653,418010.80
22134,1880,242402.30
22135,5728,400661.60
22136,8742,1012869.80
22137,1524,37699.40
22138,8732,485063.60
22139,6650,829331.80
22140,5702,397936.60
22142,6161,305430.50
22143,1881,46562.10
22144,1525,9758.00
22145,5746,383942.70
22146,8504,639874.80
22147,1866,223130.60
22148,834,19812.80
22149,6907,1100068.80
22150,5850,362791.20
22151,5554,495030.40
22152,6349,487835.00
22153,836,48438.20
22154,6900,1001476.30
22155,8562,754608.50
22156,6331,345804.80
22157,5566,312823.80
22159,8666,796882.10
22160,8789,1373916.80
22161,8293,434341.30
22162,6054,468531.50
22163,6352,410823.90
22164,8294,1053230.70
22165,5755,371625.80
22166,1519,106098.20
22167,8217,659848.80
22168,6183,310573.90
22169,1872,132073.10
22170,6194,436604.60
22171,5627,565497.10
22172,5696,258280.90
22173,1897,95970.10
22174,1626,116159.10
22175,6261,383714.30
22176,8185,630477.10
22178,8341,1066300.00
22179,6138,639323.90
22180,8738,939955.40
22181,6824,536209.70
22182,6644,422758.50
22183,6853,476070.20
22184,8497,895918.00
22186,6217,482512.00
22187,6636,444465.70
22188,6211,376206.20
22189,846,31594.70
22190,8501,600188.10
22191,6213,277125.10
22192,6234,465822.40
22193,5673,197582.00
22194,6633,336907.90
22195,6127,669053.50
22197,5656,375004.30
22198,2086,2558.90
22199,6120,300267.50
22200,6968,158982.40
22202,5470,330328.10
22203,5895,262642.60
22204,8642,667844.30
22205,6543,460852.40
22206,5670,503983.50
22207,729,84649.90
22208,8231,1057123.40
22209,5662,152302.40
22210,1849,170673.90
22211,5660,319516.00
22212,8491,960680.60
22213,1842,7175.90
22214,8815,1154459.00
22215,6661,569195.60
22216,5668,197474.50
22217,6849,291985.00
22218,6856,455478.10
22219,6241,697879.20
22220,6623,477758.20
22221,8486,885811.90
22222,1540,41786.30
22223,2082,56783.00
22224,5782,304439.90
22225,1837,145137.50
22226,5788,379030.10
22227,6845,276110.10
22228,8512,681366.70
22229,5740,500131.10
22230,1876,69106.00
22231,2105,91729.30
22232,5787,329832.20
22233,8516,741807.90
22234,6109,440673.20
22235,5790,115817.10
22236,8503,366175.80
22237,1906,143508.10
22238,5654,305083.60
22239,8758,929700.30
22240,8759,787190.10
22241,6803,565279.70
22242,1834,62733.80
22243,8205,893228.40
22244,6667,415633.90
22245,5797,353192.00
22246,8237,934871.80
22247,1640,251909.90
22248,6258,175272.60
22249,5640,251692.50
22250,843,20736.20
22251,8566,843985.30
22252,5559,424339.00
22253,6681,378145.80
22254,9462,1468786.40
22255,9461,1205152.00
22257,4115,163366.10
22258,4088,219362.50
22259,9455,1240518.50
22260,4082,219589.70
22261,2872,323347.60
22262,4053,334307.50
22263,4063,228977.60
22264,7911,807614.80
22265,9479,913057.10
22266,2873,114130.30
22267,4108,317047.50
22268,2862,211628.40
22269,4102,367288.50
22270,4099,34040.00
22271,5597,215679.90
22272,1811,15332.60
22273,6077,413724.80
22274,870,47064.10
22275,8298,1128248.40
22276,5815,283891.80
22277,4073,220548.50
22278,8780,862807.50
22279,1807,186953.10
22280,6602,473932.70
22281,8887,1053823.10
22282,385,59177.00
22283,6986,785081.90
22285,1808,159992.50
22286,9475,1201315.50
22287,4076,306263.50
22288,7448,462436.60
22289,4149,330556.50
22290,9443,1386524.40
22291,4157,253556.40
22292,9439,1420984.60
22293,4205,21693.80
22294,7457,493221.50
22295,7426,323858.20
22296,4048,166762.90
22297,7503,747736.70
22298,2935,176561.20
22300,2929,248494.80
22301,7890,606661.70
22302,7492,336546.40
22303,2938,75114.20
22304,8462,674057.70
22305,7429,733778.20
22306,7920,810088.20
22307,4052,281042.20
22308,2855,175928.50
22309,4125,358446.60
22310,2820,151635.50
22311,2819,151755.20
22312,9425,1118754.30
22313,4139,369373.50
22314,2815,170007.00
22316,7931,418755.90
22317,4176,348318.50
22318,2853,275125.60
22319,4172,183270.50
22320,7436,464880.70
22321,4200,111570.20
22322,1205,93011.80
22323,6292,400347.70
22324,8448,729211.30
22325,5540,263895.80
22326,6363,343809.00
22327,6050,290355.60
22329,6367,371562.30
22330,8179,717373.20
22331,5855,294624.50
22332,8806,1482471.30
22333,5867,470901.10
22334,2059,135129.10
22335,2061,46653.70
22336,6875,296100.00
22337,1619,69106.00
22338,1936,75843.40
22339,5541,120439.00
22340,6368,326897.10
22341,1568,82933.80
22342,1666,13314.80
