member_noSource,category_desc,Total
4532,Clothing,112522.90
4534,Clothing,83493.20
4537,Clothing,86975.50
4541,Clothing,52918.40
4543,Clothing,39386.20
4547,Clothing,103870.30
4550,Clothing,20599.40
4553,Clothing,61622.30
4554,Clothing,66256.40
4557,Clothing,19505.00
4558,Clothing,35237.00
4560,Clothing,26185.00
4562,Clothing,6115.70
4564,Clothing,46847.90
4569,Clothing,49612.00
4571,Clothing,14204.00
4572,Clothing,37477.10
4576,Clothing,65435.60
4578,Clothing,51345.20
4580,Clothing,118576.30
4581,Clothing,77542.40
4583,Clothing,46249.40
4584,Clothing,81116.30
4585,Clothing,57142.10
4586,Clothing,67128.50
4590,Clothing,110652.90
4591,Clothing,26687.00
4592,Clothing,23927.80
4594,Clothing,109165.20
4595,Clothing,76961.00
4596,Clothing,65418.50
4597,Clothing,67487.60
4599,Clothing,62340.50
4603,Clothing,20377.10
4609,Clothing,34364.90
4610,Clothing,18684.20
4611,Clothing,61656.50
4614,Clothing,55586.00
4615,Clothing,71454.80
4616,Clothing,115481.20
4617,Clothing,66512.90
4619,Clothing,131201.00
4620,Clothing,144288.60
4623,Clothing,2781.20
4624,Clothing,52422.50
4625,Clothing,55910.90
4629,Clothing,45018.20
4630,Clothing,155221.60
4632,Clothing,63805.00
4634,Clothing,17948.90
4635,Clothing,44060.60
4636,Clothing,138047.10
4638,Clothing,81800.30
4639,Clothing,79560.20
4641,Clothing,7671.80
4642,Clothing,39751.40
4644,Clothing,63360.40
4645,Clothing,61246.10
4649,Clothing,421.40
4650,Clothing,39392.30
4652,Clothing,15059.00
4654,Clothing,18513.20
4655,Clothing,47269.30
4657,Clothing,2661.50
4658,Clothing,49583.90
4659,Clothing,34262.30
4661,Clothing,48711.80
4664,Clothing,27638.50
4665,Clothing,55295.30
4671,Clothing,33082.40
4672,Clothing,79748.30
4674,Clothing,34399.10
4675,Clothing,69835.20
4676,Clothing,67196.90
4677,Clothing,66974.60
4679,Clothing,208516.20
4680,Clothing,9877.70
4681,Clothing,10606.90
4684,Clothing,318.80
4686,Clothing,53243.30
4687,Clothing,75490.40
4689,Clothing,83134.10
4691,Clothing,87300.40
4692,Clothing,45035.30
4694,Clothing,52826.80
4695,Clothing,9569.90
4697,Clothing,129497.10
4698,Clothing,73489.70
4702,Clothing,75319.40
4706,Clothing,60271.40
4707,Clothing,8355.80
4708,Clothing,25866.20
4710,Clothing,57022.40
4711,Clothing,53038.10
4713,Clothing,49652.30
4717,Clothing,50449.90
4718,Clothing,37049.60
4720,Clothing,99219.10
4721,Clothing,54149.60
4722,Clothing,42470.30
4724,Clothing,56936.90
4725,Clothing,36981.20
4726,Clothing,37203.50
4727,Clothing,75764.00
4729,Clothing,65948.60
4730,Clothing,53807.60
4731,Clothing,17823.10
4732,Clothing,20650.70
4737,Clothing,38691.20
4738,Clothing,132649.60
4739,Clothing,45514.10
4740,Clothing,72515.00
4742,Clothing,74447.30
4743,Clothing,85032.20
4745,Clothing,71471.90
4746,Clothing,63428.80
4747,Clothing,131811.70
4749,Clothing,22771.10
4752,Clothing,42669.40
4756,Clothing,3294.20
4757,Clothing,83048.60
4759,Clothing,16649.30
4760,Clothing,33937.40
4762,Clothing,24977.00
4764,Clothing,92652.70
4767,Clothing,84040.40
4772,Clothing,90139.00
4773,Clothing,28824.50
4774,Clothing,6833.90
4775,Clothing,68558.80
4777,Clothing,67795.40
4778,Clothing,66752.30
4779,Clothing,7141.70
4780,Clothing,59074.40
4781,Clothing,26310.80
4782,Clothing,3584.90
4783,Clothing,32894.30
4784,Clothing,41204.90
4786,Clothing,69157.30
4787,Clothing,55637.30
4791,Clothing,26099.50
4796,Clothing,51185.20
4797,Clothing,2610.20
4800,Clothing,31782.80
4802,Clothing,1464.50
4803,Clothing,62426.00
4804,Clothing,10955.00
4805,Clothing,75575.90
4813,Clothing,67344.70
4814,Clothing,489.80
4816,Clothing,170810.70
4818,Clothing,9416.00
4819,Clothing,49156.40
4822,Clothing,207005.30
4823,Clothing,79697.00
4824,Clothing,27986.60
4826,Clothing,67549.90
4827,Clothing,46266.50
4829,Clothing,8988.50
4830,Clothing,65600.50
4831,Clothing,49515.50
4833,Clothing,152843.50
4834,Clothing,86462.50
4835,Clothing,40178.90
4837,Clothing,130471.80
4838,Clothing,46745.30
4839,Clothing,643.70
4840,Clothing,51311.00
4841,Clothing,72224.30
4846,Clothing,2011.70
4848,Clothing,38674.10
4850,Clothing,4525.40
4852,Clothing,44111.90
4853,Clothing,105819.70
4855,Clothing,35390.90
4858,Clothing,75781.10
4861,Clothing,36314.30
4862,Clothing,45257.60
4863,Clothing,29662.40
4865,Clothing,28037.90
4866,Clothing,114557.80
4867,Clothing,45479.90
4868,Clothing,113104.30
4871,Clothing,81954.20
4872,Clothing,71352.20
4875,Clothing,22839.50
4877,Clothing,78186.10
4878,Clothing,91968.70
4879,Clothing,23215.70
4881,Clothing,22138.40
4883,Clothing,83612.90
4884,Clothing,13092.50
4885,Clothing,194750.70
4888,Clothing,7808.60
4889,Clothing,85607.50
4898,Clothing,83008.30
4901,Clothing,123546.30
4903,Clothing,23096.00
4907,Clothing,95269.00
4908,Clothing,75387.80
4909,Clothing,46403.30
4913,Clothing,25996.90
4914,Clothing,30551.60
4918,Clothing,47395.10
4924,Clothing,68718.80
4927,Clothing,60442.40
4928,Clothing,77303.00
4929,Clothing,1738.10
4932,Clothing,1310.60
4933,Clothing,1413.20
4935,Clothing,69727.70
4937,Clothing,74635.40
4938,Clothing,99783.40
4940,Clothing,43530.50
4943,Clothing,6833.90
4946,Clothing,1669.70
4951,Clothing,62237.90
4952,Clothing,15486.50
4954,Clothing,111069.40
4955,Clothing,23711.60
4959,Clothing,165612.30
4960,Clothing,27661.70
4962,Clothing,81270.20
4965,Clothing,92020.00
4966,Clothing,21505.70
4968,Clothing,39802.70
4970,Clothing,814.70
4972,Clothing,90515.20
4973,Clothing,227730.50
4975,Clothing,93849.70
4977,Clothing,47326.70
4979,Clothing,107848.50
4980,Clothing,52730.30
4981,Clothing,23728.70
4984,Clothing,51071.60
4985,Clothing,56075.80
4986,Clothing,38383.40
4990,Clothing,135960.90
4991,Clothing,2781.20
4992,Clothing,54166.70
4996,Clothing,54793.30
4997,Clothing,73199.00
5000,Clothing,77816.00
5001,Clothing,119003.80
5002,Clothing,168422.80
5004,Clothing,48728.90
5005,Clothing,25438.70
5006,Clothing,47549.00
5007,Clothing,43969.00
5009,Clothing,73455.50
5011,Clothing,64660.00
5013,Clothing,79098.50
5014,Clothing,10442.00
5016,Clothing,81948.10
5017,Clothing,72463.70
5018,Clothing,139939.10
5019,Clothing,73934.30
5020,Clothing,76356.40
5021,Clothing,99708.90
5022,Clothing,9296.30
5023,Clothing,40332.80
5024,Clothing,70172.30
5025,Clothing,99373.00
5028,Clothing,177582.30
5029,Clothing,20719.10
5030,Clothing,30602.90
5031,Clothing,24549.50
5032,Clothing,54342.60
5033,Clothing,69180.50
5035,Clothing,65515.00
5036,Clothing,41341.70
5037,Clothing,123751.50
5038,Clothing,61468.40
5040,Clothing,89814.10
5043,Clothing,36998.30
5044,Clothing,132205.00
5045,Clothing,54211.90
5050,Clothing,4952.90
5051,Clothing,41410.10
5052,Clothing,43011.40
5053,Clothing,23352.50
5054,Clothing,104007.10
5057,Clothing,163868.10
5058,Clothing,107273.20
5059,Clothing,37921.70
5061,Clothing,84348.20
5062,Clothing,120012.70
5063,Clothing,70086.80
5065,Clothing,40965.50
5077,Clothing,138115.50
5078,Clothing,2712.80
5079,Clothing,46899.20
5083,Clothing,89996.10
5084,Clothing,36656.30
5085,Clothing,89882.50
5087,Clothing,30756.80
5088,Clothing,22172.60
5091,Clothing,35322.50
5092,Clothing,25746.50
5093,Clothing,79588.30
5094,Clothing,40777.40
5097,Clothing,80620.40
5099,Clothing,27781.40
5106,Clothing,91558.30
5107,Clothing,72634.70
5108,Clothing,55363.70
5109,Clothing,64392.50
5111,Clothing,122440.90
5112,Clothing,199378.70
5116,Clothing,80090.30
5118,Clothing,62973.20
5121,Clothing,54987.50
5124,Clothing,23626.10
5129,Clothing,116603.70
5130,Clothing,64255.70
5131,Clothing,89198.50
5133,Clothing,37665.20
5136,Clothing,23728.70
5137,Clothing,49908.80
5138,Clothing,77046.50
5139,Clothing,98244.40
5141,Clothing,26208.20
5143,Clothing,70069.70
5148,Clothing,1225.10
5149,Clothing,28927.10
5150,Clothing,116193.30
5151,Clothing,42538.70
5152,Clothing,48746.00
5153,Clothing,29491.40
5156,Clothing,105597.40
5157,Clothing,82347.50
5158,Clothing,53585.30
5163,Clothing,79628.60
5165,Clothing,9621.20
5166,Clothing,101767.00
5168,Clothing,558.20
5169,Clothing,83476.10
5170,Clothing,91900.30
5171,Clothing,111514.00
5173,Clothing,22993.40
5174,Clothing,11656.10
5176,Clothing,3516.50
5177,Clothing,23916.80
5178,Clothing,100136.40
5186,Clothing,137157.90
5190,Clothing,44590.70
5191,Clothing,71944.60
5192,Clothing,26122.70
5194,Clothing,117823.90
5195,Clothing,33099.50
5198,Clothing,76407.70
5199,Clothing,43051.70
5204,Clothing,5739.50
5205,Clothing,6024.10
5206,Clothing,39512.00
5207,Clothing,26652.80
5210,Clothing,42863.60
5211,Clothing,11382.50
5212,Clothing,98928.40
5214,Clothing,25250.60
5215,Clothing,82244.90
5219,Clothing,33527.00
5220,Clothing,69020.50
5222,Clothing,79212.10
5223,Clothing,91073.40
5225,Clothing,44653.00
5226,Clothing,51208.40
5227,Clothing,4388.60
5228,Clothing,47566.10
5230,Clothing,183321.80
5231,Clothing,21351.80
5232,Clothing,62180.50
5233,Clothing,38599.60
5236,Clothing,120269.20
5237,Clothing,62528.60
5240,Clothing,76299.00
5243,Clothing,9997.40
5245,Clothing,55295.30
5248,Clothing,71192.20
5249,Clothing,101726.70
5250,Clothing,80552.00
5251,Clothing,1926.20
5252,Clothing,74276.30
5255,Clothing,68080.00
5256,Clothing,126493.60
5257,Clothing,65093.60
5258,Clothing,79844.80
5259,Clothing,16615.10
5263,Clothing,49566.80
5264,Clothing,14990.60
5265,Clothing,65982.80
5266,Clothing,35476.40
5268,Clothing,60989.60
5269,Clothing,74413.10
5270,Clothing,81201.80
5271,Clothing,116661.10
5272,Clothing,74571.90
5274,Clothing,151316.70
5276,Clothing,3362.60
5277,Clothing,65572.40
5279,Clothing,70497.20
5280,Clothing,80911.10
5282,Clothing,28311.50
5284,Clothing,31999.00
5285,Clothing,31680.20
5287,Clothing,1567.10
5289,Clothing,34262.30
5290,Clothing,102126.10
5292,Clothing,34809.50
5294,Clothing,24891.50
5295,Clothing,194624.90
5296,Clothing,13588.40
5298,Clothing,10510.40
5299,Clothing,212090.10
5301,Clothing,45377.30
5302,Clothing,68393.90
5303,Clothing,92960.50
5304,Clothing,67094.30
5308,Clothing,52080.50
5309,Clothing,58800.80
5310,Clothing,7962.50
5311,Clothing,48455.30
5314,Clothing,68462.30
5316,Clothing,8099.30
5317,Clothing,59506.80
5318,Clothing,27336.80
5320,Clothing,32877.20
5321,Clothing,45206.30
5322,Clothing,141261.90
5323,Clothing,62768.00
5324,Clothing,7979.60
5325,Clothing,109427.80
5326,Clothing,22771.10
5330,Clothing,67983.50
5332,Clothing,52798.70
5333,Clothing,113822.50
5334,Clothing,94106.20
5335,Clothing,56714.60
5336,Clothing,128887.60
5340,Clothing,117988.80
5346,Clothing,40982.60
5347,Clothing,34091.30
5348,Clothing,146603.20
5351,Clothing,94031.70
5352,Clothing,146791.30
5353,Clothing,156829.00
5357,Clothing,14631.50
5360,Clothing,22104.20
5364,Clothing,120919.00
5365,Clothing,120286.30
5367,Clothing,7706.00
5368,Clothing,82005.50
5369,Clothing,5585.60
5370,Clothing,101538.60
5371,Clothing,72942.50
5375,Clothing,122469.00
5376,Clothing,100717.80
5377,Clothing,52747.40
5379,Clothing,76841.30
5380,Clothing,95320.30
5381,Clothing,114694.60
5382,Clothing,33253.40
5383,Clothing,64426.70
5386,Clothing,79645.70
5388,Clothing,75541.70
5389,Clothing,59125.70
5391,Clothing,63776.90
5396,Clothing,153340.60
5397,Clothing,114985.30
5398,Clothing,33253.40
5399,Clothing,84228.50
5400,Clothing,797.60
5401,Clothing,73118.40
5403,Clothing,67863.80
5405,Clothing,80175.80
5408,Clothing,119927.20
5409,Clothing,16256.00
5413,Clothing,69898.70
5414,Clothing,67556.00
5415,Clothing,166734.80
5417,Clothing,83681.30
5419,Clothing,62220.80
5421,Clothing,75268.10
5425,Clothing,151002.80
5426,Clothing,49167.40
5429,Clothing,40007.90
5431,Clothing,82108.10
5433,Clothing,62716.70
5434,Clothing,49618.10
5435,Clothing,111445.60
5437,Clothing,59228.30
5438,Clothing,76441.90
5440,Clothing,31184.30
5444,Clothing,50524.40
5445,Clothing,20165.80
5447,Clothing,93781.30
5449,Clothing,77758.60
5451,Clothing,11929.70
5452,Clothing,35185.70
5453,Clothing,52764.50
5455,Clothing,40384.10
5456,Clothing,52935.50
5460,Clothing,37419.70
5461,Clothing,45001.10
5462,Clothing,83008.30
5463,Clothing,95816.20
5466,Clothing,35903.90
5470,Clothing,34860.80
5471,Clothing,12887.30
5473,Clothing,73421.30
5478,Clothing,39375.20
5479,Clothing,24652.10
5482,Clothing,75062.90
5483,Clothing,47070.20
5484,Clothing,46363.00
5485,Clothing,57997.10
5486,Clothing,14443.40
5487,Clothing,51567.50
5488,Clothing,63879.50
5489,Clothing,76003.40
5490,Clothing,19180.10
5491,Clothing,62323.40
5493,Clothing,82877.60
5494,Clothing,1293.50
5496,Clothing,76584.80
5498,Clothing,66039.00
5499,Clothing,28807.40
5500,Clothing,23010.50
5501,Clothing,29611.10
5503,Clothing,32483.90
5506,Clothing,20052.20
5507,Clothing,41683.70
5509,Clothing,19795.70
5511,Clothing,21967.40
5512,Clothing,72668.90
5514,Clothing,34193.90
5515,Clothing,1259.30
5516,Clothing,101014.60
5517,Clothing,68182.60
5518,Clothing,72446.60
5520,Clothing,127417.00
5523,Clothing,142567.60
5526,Clothing,44590.70
5528,Clothing,56714.60
5530,Clothing,16016.60
5531,Clothing,15708.80
5532,Clothing,149647.00
5535,Clothing,47457.40
5536,Clothing,15161.60
5537,Clothing,42002.50
5542,Clothing,175376.40
5543,Clothing,195263.70
5544,Clothing,41358.80
5545,Clothing,8116.40
5546,Clothing,166627.30
5549,Clothing,26601.50
5554,Clothing,36228.80
5555,Clothing,23762.90
5556,Clothing,33851.90
5557,Clothing,158077.30
5559,Clothing,70907.60
5561,Clothing,43376.60
5564,Clothing,72566.30
5566,Clothing,45548.30
5567,Clothing,114574.90
5568,Clothing,82313.30
5569,Clothing,87762.10
5574,Clothing,18632.90
5575,Clothing,39944.40
5577,Clothing,82826.30
5578,Clothing,26823.80
5582,Clothing,8920.10
5583,Clothing,30089.90
5585,Clothing,56081.90
5590,Clothing,61075.10
5592,Clothing,63161.30
5593,Clothing,131640.70
5598,Clothing,80238.10
5599,Clothing,14272.40
5600,Clothing,36878.60
5601,Clothing,82290.10
5602,Clothing,57073.70
5603,Clothing,39790.50
5604,Clothing,161884.50
5605,Clothing,86308.60
5606,Clothing,159832.50
5608,Clothing,109308.10
5609,Clothing,31988.00
5610,Clothing,3755.90
5613,Clothing,159576.00
5614,Clothing,21745.10
5615,Clothing,33800.60
5616,Clothing,79030.10
5617,Clothing,11348.30
5620,Clothing,31109.80
5621,Clothing,67316.60
5623,Clothing,136839.10
5625,Clothing,46095.50
5626,Clothing,66872.00
5627,Clothing,199652.30
5629,Clothing,87351.70
5631,Clothing,98347.00
5633,Clothing,64625.80
5634,Clothing,12032.30
5636,Clothing,20291.60
5637,Clothing,78414.50
5639,Clothing,27200.00
5642,Clothing,32141.90
5643,Clothing,106777.30
5645,Clothing,10100.00
5646,Clothing,80620.40
5650,Clothing,107512.60
5651,Clothing,134308.30
5655,Clothing,43051.70
5657,Clothing,49116.10
5659,Clothing,40828.70
5660,Clothing,1874.90
5661,Clothing,18154.10
5662,Clothing,3944.00
5663,Clothing,72668.90
5665,Clothing,13622.60
5666,Clothing,55073.00
5667,Clothing,26481.80
5668,Clothing,12066.50
5670,Clothing,27200.00
5673,Clothing,9518.60
5674,Clothing,189261.60
5675,Clothing,69909.70
5678,Clothing,144175.00
5679,Clothing,73096.40
5680,Clothing,42761.00
5681,Clothing,78978.80
5683,Clothing,107598.10
5685,Clothing,149510.20
5686,Clothing,7107.50
5687,Clothing,5517.20
5688,Clothing,151818.70
5689,Clothing,116432.70
5692,Clothing,145611.40
5693,Clothing,147629.20
5694,Clothing,119003.80
5696,Clothing,15794.30
5698,Clothing,33219.20
5699,Clothing,87591.10
5700,Clothing,13793.60
5701,Clothing,82467.20
5702,Clothing,60367.90
5708,Clothing,66564.20
5709,Clothing,6919.40
5710,Clothing,71506.10
5716,Clothing,86325.70
5717,Clothing,58971.80
5718,Clothing,4781.90
5719,Clothing,11656.10
5720,Clothing,124196.10
5721,Clothing,69727.70
5722,Clothing,77399.50
5723,Clothing,4371.50
5724,Clothing,9450.20
5725,Clothing,15041.90
5726,Clothing,42925.90
5728,Clothing,81999.40
5729,Clothing,96579.60
5730,Clothing,95645.20
5732,Clothing,11519.30
5733,Clothing,64756.50
5734,Clothing,66307.70
5735,Clothing,113081.10
5736,Clothing,58595.60
5737,Clothing,53328.80
5738,Clothing,120252.10
5739,Clothing,73694.90
5740,Clothing,119824.60
5741,Clothing,46728.20
5742,Clothing,71848.10
5744,Clothing,70428.80
5745,Clothing,88446.10
5746,Clothing,33287.60
5748,Clothing,4593.80
5749,Clothing,99321.70
5750,Clothing,89630.90
5751,Clothing,21591.20
5752,Clothing,79844.80
5753,Clothing,142743.50
5755,Clothing,66872.00
5756,Clothing,15076.10
5758,Clothing,4559.60
5761,Clothing,37453.90
5765,Clothing,55722.80
5766,Clothing,61981.40
5767,Clothing,61810.40
5768,Clothing,82860.50
5770,Clothing,33578.30
5772,Clothing,59262.50
5774,Clothing,137391.20
5775,Clothing,83544.50
5776,Clothing,15691.70
5778,Clothing,51014.20
5780,Clothing,18290.90
5781,Clothing,17658.20
5782,Clothing,28568.00
5783,Clothing,127148.30
5785,Clothing,219032.70
5786,Clothing,1584.20
5788,Clothing,8441.30
5789,Clothing,4080.80
5790,Clothing,76920.70
5792,Clothing,86633.50
5793,Clothing,83835.20
5794,Clothing,71591.60
5795,Clothing,84741.50
5796,Clothing,28886.80
5799,Clothing,93097.30
5801,Clothing,88138.30
5802,Clothing,94243.00
5803,Clothing,104981.80
5808,Clothing,69225.70
5809,Clothing,101288.20
5810,Clothing,142892.50
5811,Clothing,103203.40
5812,Clothing,109479.10
5813,Clothing,40822.60
5814,Clothing,13844.90
5817,Clothing,26082.40
5821,Clothing,37562.60
5822,Clothing,55568.90
5824,Clothing,66940.40
5825,Clothing,29765.00
5827,Clothing,57313.10
5828,Clothing,62579.90
5829,Clothing,45548.30
5830,Clothing,106788.30
5832,Clothing,11177.30
5833,Clothing,6560.30
5835,Clothing,44111.90
5840,Clothing,49737.80
5841,Clothing,71950.70
5842,Clothing,38810.90
5843,Clothing,41717.90
5844,Clothing,19858.00
5846,Clothing,73392.00
5847,Clothing,63366.50
5849,Clothing,178796.40
5854,Clothing,119944.30
5858,Clothing,45514.10
5861,Clothing,110128.90
5862,Clothing,165270.30
5865,Clothing,6406.40
5866,Clothing,63907.60
5867,Clothing,85453.60
5869,Clothing,81714.80
5870,Clothing,70080.70
5871,Clothing,127456.10
5872,Clothing,15144.50
5874,Clothing,100792.30
5875,Clothing,107090.00
5876,Clothing,32637.80
5879,Clothing,178044.00
5882,Clothing,10373.60
5883,Clothing,25774.60
5885,Clothing,11502.20
5888,Clothing,90269.70
5889,Clothing,79913.20
5893,Clothing,106623.40
5894,Clothing,7466.60
5895,Clothing,46010.00
5897,Clothing,76738.70
5901,Clothing,59461.60
5904,Clothing,30733.60
5905,Clothing,156788.70
5906,Clothing,42966.20
5907,Clothing,56577.80
5909,Clothing,143119.70
5910,Clothing,131452.60
5911,Clothing,96705.40
5913,Clothing,33612.50
5914,Clothing,71431.60
5919,Clothing,168981.00
5921,Clothing,46796.60
5922,Clothing,243206.00
5923,Clothing,47856.80
5924,Clothing,3533.60
5925,Clothing,3773.00
5929,Clothing,45941.60
5930,Clothing,100638.40
5931,Clothing,64922.60
5934,Clothing,23096.00
5935,Clothing,141182.50
5936,Clothing,47138.60
5937,Clothing,24258.80
5939,Clothing,104058.40
5940,Clothing,142305.00
5942,Clothing,68240.00
5943,Clothing,82963.10
5944,Clothing,88189.60
5946,Clothing,74088.20
5950,Clothing,8424.20
5952,Clothing,82768.90
5953,Clothing,71602.60
5954,Clothing,73483.60
5956,Clothing,63349.40
5959,Clothing,50729.60
5960,Clothing,64016.30
5961,Clothing,144870.00
5962,Clothing,100033.80
5964,Clothing,62921.90
5967,Clothing,145725.00
5971,Clothing,115139.20
5972,Clothing,67077.20
5973,Clothing,20154.80
5976,Clothing,21106.30
5978,Clothing,67727.00
5980,Clothing,37938.80
5981,Clothing,10442.00
5982,Clothing,119260.30
5985,Clothing,69437.00
5986,Clothing,187767.80
5987,Clothing,162106.80
5993,Clothing,128135.20
5994,Clothing,54930.10
5995,Clothing,56206.50
5996,Clothing,81589.00
6001,Clothing,797.60
6004,Clothing,79075.30
6005,Clothing,2952.20
6008,Clothing,47987.50
6009,Clothing,15024.80
6010,Clothing,22223.90
6011,Clothing,76236.70
6012,Clothing,7740.20
6014,Clothing,69054.70
6016,Clothing,39255.50
6017,Clothing,66335.80
6018,Clothing,147086.90
6019,Clothing,76738.70
6021,Clothing,208977.90
6024,Clothing,127906.80
6028,Clothing,79690.90
6029,Clothing,8150.60
6030,Clothing,77747.60
6031,Clothing,76208.60
6032,Clothing,267.50
6034,Clothing,29816.30
6036,Clothing,5055.50
6037,Clothing,58333.00
6039,Clothing,22326.50
6040,Clothing,78910.40
6045,Clothing,47514.80
6046,Clothing,22446.20
6047,Clothing,24389.50
6048,Clothing,108983.20
6049,Clothing,58059.40
6050,Clothing,59262.50
6051,Clothing,18564.50
6052,Clothing,4833.20
6053,Clothing,139107.30
6055,Clothing,84205.30
6056,Clothing,15606.20
6057,Clothing,100279.30
6059,Clothing,187881.40
6060,Clothing,134216.70
6061,Clothing,22052.90
6062,Clothing,43308.20
6065,Clothing,86103.40
6066,Clothing,78653.90
6067,Clothing,137540.20
6069,Clothing,220257.80
6070,Clothing,79098.50
6072,Clothing,79143.70
6075,Clothing,35527.70
6076,Clothing,8663.60
6077,Clothing,88839.40
6080,Clothing,1396.10
6082,Clothing,25832.00
6083,Clothing,140207.80
6084,Clothing,38434.70
6087,Clothing,103237.60
